document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
114,The sample group was smaller than they hoped for. The experiment could have been too similar to Cleveland and McGill's experiment.,0.369687051598688,0.059096411711952485,0.0674682724476012,0.05644266928199287,0.21178509429814651,0.07686282951781943,0.0785955475701916,0.08006212357360781
115,"The population you pulled from really only consisted of statistics students, so you can only draw conclusions about students taking this class with the data. Additionally, there's a chance students might not have followed the instructions fully. Also, a few of the 3D models had some printer scarring on it, so potentially errors during printing could make the models inaccurate.",0.04547387939524687,0.37950453594496103,0.07314026756233058,0.08004521251818253,0.029214866231355805,0.04278734422971336,0.06086790402865709,0.10078651836476184
116,Possible sources of error could include the viewing of angles for the 3D charts in how participants interpret the bar heights or possible confusion from identifying symbols.,0.04211419435989347,0.5368914899418693,0.07817422193154229,0.12159720713217118,0.027846453105387536,0.035085305585747066,0.055632156989318386,0.0876730231118738
117,"Non-random sampling (all subjects came from the stats department/class), and non-random assortment (kits were decided by participants).",0.11218523742941429,0.026084790826958276,0.03359519529113546,0.028692865586869808,0.47120333821064225,0.02978598526001913,0.03564446984997951,0.03250267583391533
118,A source of error in this experiment was that some of the 3D graphs that I was looking at were broken. They were already broken when they gave them to me. So hopefully I put them together right when I was analyzing them.,0.0402374528860009,0.5963712567116403,0.06621132019310613,0.08563041192907603,0.026963722191967597,0.03935845589016656,0.060011304445060934,0.08521607575298151
119,"I believe the number being used to evaluate presented data model values are the sources of error in this experiment. Having to identify a quantifiable value for each presented data model provides a source of error where data can go up or down, very similar to a confidence interval contextualization.",0.3605498011915947,0.07301216222494895,0.08845663138985853,0.07947430083947803,0.13824109500226883,0.06698817042234688,0.0933389681091038,0.09993887082040034
120,"Sources of error in the experiment could include individual differences in cognitive abilities, misinterpretation of instructions, cognitive biases, environmental distractions, and varying mood or stress levels among participants.",0.28491426213285653,0.06862386089361668,0.06539144453053417,0.05826455857433177,0.10320835607307968,0.10590881579169233,0.11529795575868904,0.10938005369565015
121,Eye sight impairment such as wearing glasses or not.,1.7972483191068733e-308,2.682483528038564e-308,1.4451044747364564e-308,2.023837670851699e-308,1.0749126878021675e-308,2.13741451472659e-308,1.0,6.877940368679551e-308
122,every person is different and their perceptions are subjective.,2.1858637601172e-308,2.6684773099227976e-308,1.461759808598034e-308,2.0160539156995447e-308,1.1677953414706213e-308,2.16723908432279e-308,1.0,6.504937035561326e-308
123,A source of error involved in this experiment would be the with the sample population as it is a specific group which was not random and then not representative of full populations.,0.5610744184906226,0.039815792247153155,0.04858907658280163,0.04184340548494417,0.15914308233891622,0.0426558630404837,0.05442954605273636,0.05244881576234232
124,Human visual perception?,2.009446455450337e-308,3.0033444428804434e-308,1.476302151955749e-308,2.1514654992505365e-308,1.100739563840296e-308,2.083168401318623e-308,1.0,6.326373884256984e-308
125,"Sources of error involved in the experiment may be eye sight of different people, the methods people used, and how much time someone spends on the question.",0.25709556663036953,0.07386908778920492,0.06720769794396604,0.0619496836003505,0.09285406355350477,0.10138402908661472,0.13248453530506749,0.12414464354137236
126,One source of error in the experiment was the difference in how the data was interpreted on the 3D graphs compared to the 2D graphs.,1.22690318255636e-308,1.0,2.281821475456365e-308,2.8159646665998493e-308,8.436725014183176e-309,1.16776174059049e-308,1.7527219292084987e-308,2.4864367394596057e-308
127,"perceptual biases(human error), sampling bias, fatigue, instruction clarity, cognitive load.",0.06948098546994637,0.030729597808251893,0.025842622591480117,0.022736401107743717,0.030109520785960076,0.10444856891687077,0.04680684211695351,0.05177457234002
128,"The sources of error that are included are the different pieces of graphs, and the numbers since they could get messed up.",0.06327375530108431,0.07174274356576596,0.24522328160010246,0.07563334647385325,0.051854732286702135,0.03835850057942504,0.05456133933378985,0.060898152024296805
129,No random sampling was used because we are all from statistics classes. You can only generalize results to statistics classes.,0.030104569453528476,0.008151287500376124,0.01072060914556107,0.008906793154665313,0.846920490045633,0.00930019694911367,0.010871586622188146,0.009984961570319618
130,"Because students are participating, some of them may not put full effort into each graph and may be putting in answers without truly thinking about them.",1.274453577510106e-308,2.785403380805055e-308,1.0,2.096415392363961e-308,1.0522420476854847e-308,1.1260993848639333e-308,1.3401419404656916e-308,1.6538873617504053e-308
131,"I feel, like always, the source of error can be confusion of the experiment. I was confused by the experiment and felt like the experiment was not explained well. There also can be human error and they could accidentally click on another answer when they meant another one because I did that multiple times through out the experiment.",0.4116686326464147,0.06462580314151696,0.06853813262536823,0.05610110068718413,0.12565388865766136,0.09398014145302046,0.09325951221114186,0.0861727885776924
132,"There are a few ways errors could creep into this experiment. People might misjudge bar heights due to tricky 3D visuals or poor lighting on the printed charts. Even though the colors were random, some participants might still connect certain colors with specific meanings. Everyone sees and processes visuals a bit differently too, so personal differences could skew the results. Plus, as the experiment goes on, participants might get better at the task—or just tired—which could affect how accurately they judge the charts.",0.04091099858809948,0.5665468654434314,0.07518137614749662,0.11949061572431612,0.028143935580384465,0.034146275511187436,0.05198126297113562,0.08359867003394877
133,"The students taking it, because I feel like a lot of them don't care a lot about the outcome.",1.0,8.97990966130326e-309,1.0165214264806374e-308,8.23600618258435e-309,2.423253125610277e-308,1.4291989381113974e-308,1.205932056321063e-308,1.202296026585352e-308
134,I am not sure which ones there are,0.06224339632832628,0.024709135465949623,0.02872274940160986,0.027976468139244405,0.04054808926476294,0.024539390837304616,0.03516566038435853,0.028615465143739485
135,People not having access to the 3D graphs,1.2434087293194463e-308,1.0,2.6818544848551263e-308,2.4855553964616576e-308,8.70378407860043e-309,1.1641842077273306e-308,1.5835290871996005e-308,2.280116299141913e-308
136,"I guess it could be something like we all didn't have the same blocks we were given, some students were older than others and could do better, some students had previous practice, instructions were off/ poorly worded, or something like not randomized.",2.1244307673528464e-308,1.40730386659971e-308,1.045980175401366e-308,9.395196731778125e-309,1.05347693300286e-308,1.0,1.7671433599282147e-308,2.324032627887231e-308
137,The sources of error was the null hypothesis being different than originally thought in the experiment.,1.0,1.257904168579666e-308,1.438895333255937e-308,1.2692898357138636e-308,3.3429812878751194e-308,1.336004789367503e-308,1.7152426519901427e-308,1.704845058467583e-308
138,People not actively interpreting the data and just trying to complete the experiment to get it done with.,0.5511226568936459,0.04609710237421033,0.04969482037725623,0.041514940476906445,0.11268223584355723,0.07415112497841525,0.06196513234342111,0.06277198671258762
139,since each student did the experiment on their own computer the scaling could be different and cause different data,0.04927355805894943,0.14828136531094918,0.1236764631623356,0.0745566063404816,0.036001256894248435,0.04255648358704495,0.05202075164638224,0.08138278763062319
140,"There be a technological error in the mouse pad, broken scree, or even the brightness not being able to be turned up to see the model clear enough.",0.0857762471678893,0.05116452319159422,0.030124903050262806,0.03164875202809191,0.024308075727200767,0.03555940241439343,0.05098099273756968,0.05255226736316152
141,"Students are participating in their experiment at different times and are sometimes alone, and other times with other students.",1.0,9.427419483924356e-309,1.0776134277640746e-308,8.53908455994354e-309,2.29343372682378e-308,1.574063229608539e-308,1.2577644905466157e-308,1.2963929408165416e-308
142,"There may be sources of error, in how some students may not actually try to accurately estimate the lengths of those objects, so there would be an inaccurate representation of data. There may be sources of error within technology, if there is a disturbance and answers are not received/submitted for whatever reason.",0.24129228730378563,0.08741682637377339,0.07977703202056304,0.06275640569749573,0.08616817480522651,0.18965374888788786,0.11280635354389953,0.14012917136736835
143,[expirement -3.docx] (/users/286374/files/21155820?wrap=1&verifier=kXj0INQxL65RekYRXEDA22QmAUzGQHABX96zPMf5),1.0,1.8171590646074316e-308,1.7111997182500664e-308,1.496124046817691e-308,1.948644449423529e-308,1.7143824980503654e-308,2.3035849690082154e-308,2.2899523961075765e-308
144,"Several sources of error could affect the results of this experiment:

 

* Participant bias – Most participants were from the Statistics department, so they may have had more experience with charts than the general population.

* Human error – People might still use their fingers or guess based on instinct, even if told not to, which can skew the results.

* Printing variations – Small differences in the quality or shape of the 3D printed charts might influence how easy they are to interpret.

* Lighting or angle issues – For digital 3D charts, the angle or screen brightness could affect how well participants see the data.

* Randomization differences – The random selection of bar heights and chart layouts might unintentionally make some comparisons easier or harder than others.

These factors could all impact the accuracy of participants’ judgments.",1.374417977393327e-308,1.0,2.6790633379249543e-308,3.4858854455085087e-308,9.385685907788705e-309,1.221544989545769e-308,1.8446569482740335e-308,2.8902570090150016e-308
145,"I think that the biggest source of error would be anchoring bias, perspective distortion, or the order effect.",0.08169217645210763,0.23504084147879206,0.060450713479847096,0.08134974513127176,0.037883176917364876,0.06654376011141853,0.13951713355782017,0.22561799928839849
146,Not understanding the graphs meaning,1.3153798938504894e-308,2.563884081978605e-308,1.0,2.0992235136649735e-308,1.109531223334737e-308,1.086641037139683e-308,1.314944936333325e-308,1.592649428788893e-308
147,"There could be some sources of human error when participants register the wrong 3D model graph, so their answer is based on a different graph. People could miss read the question that was asked and therefore answer it incorrectly causing a slight skew in the data.",1.3897517219714834e-308,1.0,2.585653609483942e-308,2.9727954151580314e-308,9.285714623824154e-309,1.269847057075908e-308,1.841056380611718e-308,2.9469407227166815e-308
148,Human error (putting in the wrong id for the blocks),1.743449561476803e-308,1.5369635541677517e-308,1.0323247387859623e-308,9.601683677465095e-309,9.43245007119368e-309,1.0,1.829577088159726e-308,2.5093841030797336e-308
149,"Some people could be confused on what bar they want you to look at in the model, therefore, resulting in them answering the question wrong.",0.05725153595187647,0.12709166460601234,0.08637621752848278,0.24855317545510305,0.038870790193716344,0.037533982880467234,0.06636603249721347,0.08502391362682435
150,The source of error that is invovlved in this experiment is that not all the time you are going to estimate the exact number of how much for data is bigger or smaller comapred.,0.5005870350658581,0.05382885802530138,0.06448104142646578,0.05758086596478946,0.12629992657567837,0.05280258417238883,0.071101290230449,0.07331839853906924
151,minor percentage differences like 50.7% instead of 50%.,0.08141524097963196,0.08155908719989424,0.14872239891727718,0.09400689458977002,0.06404269260099157,0.044332057313396296,0.07166237906611582,0.07580510049794263
152,One source of error in the experiment is weather the shapes and other bar graphs would mess up the student when they were picking what graph is longer.,0.04596114871294896,0.10979532846171722,0.2563081842963225,0.08004220688647427,0.03669690079508865,0.03845367440711295,0.047801340609566735,0.06411697752475569
153,"I had broken pieces on mine, which could contribute to my measurements potentially being off.",0.044389827876534456,0.11912616959801496,0.054199570110692874,0.3493028504785614,0.02947144507070255,0.035092535256088256,0.07470320392537122,0.09034905004205511
154,Not sure.,0.06299327272653676,0.02486193185219697,0.02840622879520362,0.027730965834709746,0.039238429211692086,0.024841617308947968,0.035753023139888394,0.02869488609612022
155,"Differences in individual visual perception can lead to variations in estimating bar heights. Lighting, screen quality, or distractions in the testing environment could impact focus and accuracy.",1.399727260451922e-308,4.684413829620826e-308,1.938275468764172e-308,1.0,9.691511525531663e-309,1.0756063835829117e-308,2.026447642646255e-308,2.5973752384833197e-308
156,some sources of error that might be involved would be peoples eyesight as well as an issue with the pieces becoming shorter or longer.,0.0501825862527042,0.23646639212990725,0.041952869685856,0.05016337573860112,0.024513633925627432,0.04876251961222213,0.08082409212293816,0.12473463215276713
157,People tend to like what they like and this cannot affect their skills in observation and estimation.,0.05113356328549364,0.07829753547153775,0.03785859216480015,0.05259614030172319,0.027784031707891396,0.055596891723503385,0.4152976712335308,0.25387156981262504
158,There might not be a clear way to know the difference between one bar and the other.,1.4345586840565183e-308,4.49945487281879e-308,2.254891861384532e-308,1.0,1.023657330411588e-308,1.0410554131444743e-308,1.7802141648722956e-308,2.297843940618492e-308
159,people may get confused by the other columns of data,0.0686850809492241,0.0900720096672131,0.18718344168859266,0.09001597769996783,0.04820610774031271,0.04886519150977672,0.0692126541275722,0.07461310707520417
160,I think human errors are the only source of error in this experiment. The computer and the models seemed to be well made and in order.,1.0,1.311693656325317e-308,1.3767230634013475e-308,1.230925511712837e-308,2.604188740925789e-308,1.4560382686836474e-308,1.7292489603701923e-308,1.8828860925020316e-308
161,The bar adjusting the numbers to guess the hight. Only asking college students and not non-students.,1.4310426643813347e-308,3.4246498607000167e-308,1.9575185662023834e-308,1.0,1.029464415760566e-308,1.0251873462938905e-308,1.874438525876009e-308,2.253254265622871e-308
162,"Some sources of error would be if participants are just rushing through the questions, if people guess better or worse on various kit numbers, or if some of the participants have seen a significantly greater amount of graphs in their lifetime.",0.08959450210242952,0.09875361507037696,0.3377424053335497,0.09017932424382372,0.07152619363696117,0.06012562342433507,0.0758508493324447,0.09188049337478903
163,students could just be guessing and not actually trying hard,0.6087634821782811,0.04093526586706502,0.044663938316414506,0.0355467285774811,0.08146961513956882,0.07660042230382662,0.05541823118314652,0.05660231643421621
164,Wide range and room for errors.,0.08271839134489747,0.07632926933031399,0.1707659645425308,0.08472418663862911,0.06467096702323209,0.04443674280839917,0.06704441302401748,0.07085591645299963
165,I think there could be error in the parts where we pick random shapes because that area is really grey.,0.0429932620391479,0.21563959877599218,0.05823616995501858,0.07186182235762877,0.026144754522140462,0.04504439737136472,0.07571063684783517,0.12536142269525355
166,People could not properly see the differences between the graphs. People could not understand the instructions.,0.055091465660144084,0.07883682937005534,0.26899864786539657,0.07488102886607365,0.04235119654122007,0.0412796098742876,0.05415327829259552,0.0612615139880906
167,Trying to get the correct number on to the computer was hard. The number line was very touchy.,0.40194997837688257,0.06166442974947554,0.06530115573195398,0.05265390973688129,0.07879219018574779,0.06308078425982683,0.08205351557609658,0.07658966896765669
168,Some students who maybe did not understand how the experiment was working.,0.6528728207166908,0.03509943764212395,0.03864849332056624,0.032033899004498385,0.0910842468791033,0.05566234591458092,0.047063187009798474,0.047535569512637946
169,Bias and human error.,0.11395240362044255,0.028569359567708303,0.028509616639525982,0.029302907182544646,0.0478090348063912,0.032537248473098704,0.053700088331738074,0.04132342917463285
170,"Some students may rush through the experiment, so their results might not actually reflect how they perceive the height.",0.05290983967098248,0.12682891646404534,0.0636282725901469,0.2553065240195456,0.03552285195287183,0.04408963350147094,0.10398384312317709,0.11436477103578052
171,"* Different packs of the bars

* Bars could be missing

* People who have glasses/visual impairments

* Different displays on the computer (different computers, zoom size, etc.)",0.044131884695284576,0.13709433252787437,0.07137607086194925,0.31226017193359207,0.029671390515541657,0.030828421830006218,0.052047904249982464,0.06965713612546533
172,the sources of error could be when the subjects were guessing the percentages. I know that I messed up on a few. The subjects were also asked many of the questions twice and they probably did not always stay consistent on their responses.,0.2261894981606189,0.05406062711017855,0.07544676061145254,0.053556130164426334,0.2013651371997711,0.06124966456258524,0.06988653504616196,0.06988387596120403
173,If the survey was taken seriously by students.,0.2526122215725907,0.050564112698308364,0.06369058992049688,0.049588265435464414,0.21297364437131894,0.06639006417182894,0.07045608537960468,0.06476440865271325
174,"When using the 3D printed blocks, the participant could have used the wrong block or looked at the wrong column on the block. The internet could have also been a factor; if the internet was not working properly. Or malfunctions in the survey.",0.03511019424903184,0.035684465979616546,0.022776216370286373,0.02119843719047842,0.01945813077533378,0.7575041522669387,0.04147402375840179,0.06402620964025811
175,"human error of incorrectly determining which bar was larger, as well as human error in deciding how much bigger it is. there is also the possibility of not being careful and selecting the wrong blocks out of the bag and misinterpreting the label",1.389431601217231e-308,3.808283439444553e-308,1.85519128180407e-308,1.0,9.73749529055864e-309,1.0430085924616347e-308,1.9656946900816596e-308,2.406026399051054e-308
176,"Some sources of error could possibly include individual difference between spaces, lighting, or viewing angle. There also could be biased on the color association and sample size as well.",2.742878265878563e-308,4.503309489313343e-308,2.091388274020876e-308,2.44684490920534e-308,1.3774827279350306e-308,2.4768114134207466e-308,4.243006271100723e-308,1.0
177,If people accurately choose the height they see.,0.0586728921133549,0.1198152675296266,0.06569170625884971,0.2115227188576124,0.03866283100772216,0.049338509349286,0.12709487221276947,0.12583585502879954
178,"Individual differences in perception, bias from chart design, and environmental factors",0.034151378968392467,0.26113195122295657,0.08069117459085606,0.09494441792646445,0.024289209645263453,0.029118431289424245,0.0418653379387197,0.06385842817060039
179,"There are a few possible sources of error that I can think of in this experiment number one and the most common one would be human judgment everybody is going to look at the graph or a situation in a different way, especially if they are under stressors like is the person being watched by somebody so they're under pressure are they under a time limit? Are they in a group with a bunch of people that are a lot smarter than them, another source of air could be how the graph was printed or how the graph was displayed. What kind of lighting was it in? What was the angle of the graph? What was the angle of paper and another source of error would be do other people have more experience looking at different types of graphs.",0.04970591804022841,0.08919543897649483,0.36345954504762423,0.06953379474565734,0.04053747671538254,0.039352568527457284,0.04741902686295659,0.060888349638215156
180,na,0.06301781401600871,0.025040714885132348,0.028359966808560188,0.02785091165245055,0.038066197076839364,0.024960274114767714,0.0363683091328545,0.028856167278682406
181,"Some could be that people have different visual perception abilities, or participants may have varying levels of experience with data visualizations. Things also like the participant could have been fatigues or motivation can influence how participants judge the bar ratios.",0.03521470770071341,0.1917348828333812,0.05928598339583767,0.3592931649028388,0.024983278939619106,0.027113506627846222,0.045630436072313936,0.06369826612034916
182,People have different backgrounds and jobs and some people could use these things more than others.,0.06745811224561861,0.08673838228923926,0.19661456564403332,0.08599837653702189,0.04942271195779937,0.049642015091232554,0.06845948875488592,0.0725199179380326
183,"Sources of error involved in this experiment could have been when picking up each block, we could have entered the wrong ID number, leading to different results.",1.759327251595865e-308,1.5844875734846753e-308,1.053364266208182e-308,9.81081545590138e-309,9.542161632408704e-309,1.0,1.887082507433307e-308,2.692230826237131e-308
184,"that some people, such as myslef, had to conduct it online, wheras some also had 3d models. this can create a change in the results unintentionaly",0.0446679726664053,0.35677206818077756,0.05639994510588697,0.07655991913271097,0.0271422363097309,0.044197575252096694,0.07358556638440873,0.1308626348124581
185,"In this experiment, there may be multiple sources of error. First, since the human eye itself is not an accurate measurement tool, participants are prone to errors when making visual estimates without a scale reference. In addition, the presentation of 3D models may also cause perspective distortion, which may be affected by light, shadow, angle or depth perception, interfering with accurate judgment. Differences in display ratio, resolution and zoom settings between different devices or browsers may also affect the experimental results. Furthermore, if the experiment is long or the tasks are repeated, participants may make inaccurate judgments due to fatigue. Finally, individual differences in spatial imagination and visual perception can also cause differences in estimation accuracy. Taken together, these error factors may jointly affect the accuracy and consistency of experimental data.",0.05745084643180441,0.22212995071555477,0.06636889017432147,0.0978520321634461,0.03422356149862987,0.05995464514667429,0.12808804484717187,0.23013682776389585
186,rounding with the ratios,0.08633502070022654,0.08485903441393317,0.12019135073547288,0.10537577787906531,0.06100819263904395,0.04458332459736018,0.07865826262139612,0.08053488757852167
187,Sources of error might include visual distortion from a 3D perspective or perception differences.,0.05475868017485409,0.1871632656601727,0.04280828777838198,0.05768705180514903,0.02570905368983206,0.045070906482704176,0.09364324274086348,0.15075961328866597
188,There were limitations because of resources.,0.0723119946878097,0.0833376900938319,0.18508200973983427,0.08257995251658858,0.05400155721820455,0.053034145261889584,0.07231019593280515,0.0741960250068997
189,"If people were able to do it in person or not, along with how the 3D models were made and how they needed to be adjusted over time to make them more readable.",0.03274900388962006,0.5340733565457065,0.04477250882466644,0.052924518956300175,0.02025773749500543,0.03523738149032653,0.052738304185331854,0.07843313064674395
190,People might guess wrong or misunderstand the charts.,0.07089334969195493,0.08908915970764172,0.18448305230557097,0.09020146606714238,0.04897274126846058,0.048412069467308395,0.06974628358728985,0.07505544836249468
191,testing environment was not controlled with this experiment. It was done at home.,1.0,1.1288826558949943e-308,1.2742887782428584e-308,1.139577320200472e-308,3.61445999325654e-308,1.2793875481849296e-308,1.5700901357719977e-308,1.5529895417909104e-308
192,Sources of error may have been that some people may learn differently so some may learn more effectively reading a 2D chart and some may thrive with a 3D chart.,1.2940232391482896e-308,1.0,2.753791639146481e-308,2.914823180072933e-308,8.90313843097621e-309,1.2312500949274555e-308,1.808880051776599e-308,2.6045895226786576e-308
193,"Some errors that could be included in this experiment could be how well the participants can view the depth and perception of the image based on the quality from this end online, along with visual impairments of the participants, if applicable.",2.341994747308124e-308,4.951335940391108e-308,1.956768416717126e-308,2.4993579412724747e-308,1.26170578705834e-308,2.5289059233151167e-308,5.267228508576254e-308,1.0
194,"Some sources of error in the experiment could have been not completely random assingment, and also bias.",1.0,1.1515237749135575e-308,1.310660831757662e-308,1.178272738356124e-308,3.799489968230919e-308,1.30281905793405e-308,1.6506129331497754e-308,1.5833138180745407e-308
195,"The sources of error that are involved in this experiment are differences in viewing angles, participant decrease in focus, or inconsistencies in charts which could include presentation and interpretation.",0.04769153841337498,0.03256768735194757,0.025988136966333394,0.02548766163329344,0.0231416845370146,0.03882181400305077,0.057672708344723204,0.06750306315074518
196,"Sources of error in this experiment could include differences in how familiar people are with reading graphs, mistakes in measuring bar heights, or how well the 3D printed graphs were made. Lighting, screen quality, or distractions during the test could also affect results.",0.048796922911311824,0.20151319712069113,0.11119953297023798,0.10223477530353198,0.03333847354453039,0.03996020913758351,0.054080920133943326,0.08805173057215708
197,"The results can be different for someone completing it online versus in person. Also if the experiment takes a while, people can get lazier with their answers as they get farther into it.",0.1372901116754313,0.030709658254343193,0.036179644828873966,0.027922679199423393,0.08966709309375552,0.03804630963356554,0.037870308626304125,0.0404985255050745
198,"There can be error from the person doing the test. The participants were told to do the tests by themself, so there is a chance of someone misunderstanding the experiment. There can also be error, as some people did the experiment in-person while others did it online. If there is a significant difference between the in-person and online results, then this could be a sign of error.",0.15137209371732518,0.028471983896259156,0.035990137516240014,0.026866885139545948,0.09166898753910688,0.03206457761287779,0.03490553863599259,0.03684412675942393
199,"1. Sample Size and Selection Bias:

*

Error: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.

*

Mitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.

2. Age Determination Errors:

*

Error: Inaccurate age information for the cows could skew results.

*

Mitigation: Verify ages through reliable sources such as birth records or veterinary documentation.

3. Environmental Factors:

*

Error: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.

*

Mitigation: Attempt to account for or standardize environmental variables across your experiment.",1.0,1.223956799030766e-308,1.3804765859437923e-308,1.246782944958537e-308,3.5823244527693027e-308,1.3963201042100604e-308,1.837795982669333e-308,1.710654759871898e-308
200,"Could possibly be some human factors in play considering nobody is perfect, including the inconsistencies in the data being made/grouped together, but also errors like statistical bias.",0.06689340516353326,0.03538523481943081,0.054014780408055935,0.03639499309632157,0.04229389936367244,0.03198826433117819,0.04299534320289209,0.04724968030032287
201,"There can be random errors which can be from equipment or the person taking the measurements, systematic errors which can be flaws in the experiment, and human error which is and error in the recording of data or reading of charts.",0.4622490933333891,0.05944105238014633,0.06280372130175865,0.05609875739628812,0.10327171387471815,0.062161810818510896,0.08341656495582415,0.08547401088181371
202,The sources of error would be the online versus in-person version and each student's level of education.,0.34275872512909633,0.07558374429234703,0.07409410293156819,0.05730130216187081,0.092906625666621,0.12655343728094726,0.09767258897353458,0.108694082826467
203,Error can be the wear and tear of the pieces as some didn't have proper identification or the lack of instruction to the student and giving vast incorrect answers when they misunderstood the experiment.,0.30673518960481866,0.07727398757821811,0.07250147535759462,0.058653488339692895,0.09403970374934577,0.16569200630557,0.10479417077486541,0.1203099782898946
204,"The sources of error involved with this experiment include individual differences. For example, if a student who is participating favors one type of graph over another, they may take more time and interpret the data from that graph with more accuracy than the other type of graph.",0.038872116912220075,0.08656004296891665,0.33268446614338376,0.062406433222082835,0.03216399875720044,0.03383497455085455,0.04039794944051648,0.05225577969881231
205,"If participants are always tested with 2D/3D first and 3D printed second, or vice versa, the order may be a confounding variable. The color of the graphs could also be a source of error if one color is more accurately interpreted than another. If the slider bar used to indicate the perceived ratio has a different scale, participants may change their answer to what ""looks right.""",1.30786048600503e-308,1.0,2.6003501303271046e-308,4.3514522882924243e-308,9.24488073026411e-309,1.1182466162112195e-308,1.7426634920164496e-308,2.556821681396071e-308
206,Some students compared the 3D charts online and some students did it in person so the judgement of the different people might be different.,0.04136138956743353,0.36394864396042875,0.07005681603605142,0.0907611142797971,0.02736998592711888,0.040544000366851456,0.06570365244869895,0.10017564962265636
207,"The viewing angle, when looking at them from different angles, could affect and distort the judgment of the height difference. The lighting and shadows could have created an optical illusion for the tester, making one block appear smaller or bigger. Additionally, human perception error could have altered and limited eyesight, leading to an inaccurate estimate.",0.049264569101078425,0.11687512679186648,0.058805583257713095,0.31649709393649256,0.03320976631015677,0.03924474126353059,0.08634195093734832,0.0963958207598346
208,"*

People didn’t get what they were supposed to do.

*

They got distracted or weren’t paying attention.

*

They were in a good or bad mood, which changed how they acted.

*

The person running the experiment treated people a little differently without meaning to.",0.5118404962106424,0.049292126361246705,0.0536466456642618,0.04518346827876408,0.12987940288314248,0.07628766209994461,0.06656505970172187,0.06730513880027593
209,"Use of the website. Personally, when trying to rotate the objects, it was very difficult for me to do that at times.",1.7377397358133273e-308,1.0,1.8333627728636487e-308,2.203707372052583e-308,9.36973939891319e-309,1.6348926816027034e-308,2.512611269308778e-308,3.6069674012893657e-308
210,Students not wanting to take their time on the experiment.,0.5740136988625392,0.04420147238925122,0.04819060237664179,0.03909722609392789,0.09704770185534876,0.07773490097950188,0.05954053232640741,0.0601738651163817
211,some sources of error that could be involved within this experiment is that people could have easily just selected the first one they saw to get it over with to receive credit within class,1.0,9.69580073174609e-309,1.121617986131389e-308,8.810888047145234e-309,2.462941177071481e-308,1.5957591172036755e-308,1.312868411086103e-308,1.318024171014275e-308
212,"Some sources of error could be people guessing instead of actually trying. Others might include poor lighting, screen angle, or how well the 3D prints were made. Personal experience with graphs could also affect results.",1.548508479036488e-308,1.0,2.083207620136824e-308,2.5960947230858178e-308,9.25869681792768e-309,1.4055488689848576e-308,2.1288826876433043e-308,3.3163047194090717e-308
213,"Some errors could be if people guessed, were distracted, or didn’t see or feel the graphs clearly. People might also understand graphs differently.",0.042860730173414754,0.059945074952805974,0.6186805399910911,0.05594199736117582,0.03495946878745783,0.031062659639621206,0.039179733299376955,0.045660685177340475
214,"Possible errors may stem from a participant's lack of understanding, a change in perspective, or lighting inconsistencies.",0.2610078705760771,0.06825979249921746,0.056236190446486325,0.05188023907682635,0.06554841769995191,0.09199656841066854,0.12071884716172154,0.10662557368645678
215,"There are a couple of sources of error. For example, to print the 3D model it takes longer than looking at an online blueprint. This will take much more time to create to get a little bit better data.",1.5429599509349114e-308,1.0,1.9619934657824465e-308,2.5083955159534426e-308,9.11663103281372e-309,1.408888191164887e-308,2.167149428366602e-308,3.29160118206903e-308
216,Students doing the experiment may have been more rushed depending on when they took part in it and if they had a class afterwards.,0.4949294857919674,0.05271328722583541,0.05598836121333992,0.046979017750717916,0.12134376133943384,0.08590261354783439,0.07016045165498935,0.07198302147588179
217,"Different computers may display graphics slightly differently

Some people may self-identify incorrectly",0.05008455552886756,0.04715226915442711,0.024662590810954135,0.025699855197568868,0.017727783802136243,0.03199887993886813,0.044898371420382596,0.07852249822766319
218,"Since the graphs were displayed in scale and the experiment itself was very simple and straightforward, no errors come obvious. One potential error may be respondents not participating accordingly and rushing inaccurate answers to receive credit. Another potential error may be that respondents may only be statistics students.",0.06199673859384915,0.09290720392341005,0.29874610560097137,0.07490920351157755,0.0529326004924483,0.04834872807133457,0.05695206899441005,0.07329946936601527
219,I think that depth perception is a big area involved in this experiment. Depth perception is a large part of 3D and 2D figures which would make sense.,0.05622215825775688,0.20624165787881854,0.06447523253812477,0.08462432140039153,0.033517554815133084,0.06472658609679675,0.12801327681273092,0.2583840109417463
220,"human error, every person sees color differently",2.592120138879337e-308,3.700085067030658e-308,1.7860527619662807e-308,2.2531712863743865e-308,1.319843171655689e-308,2.7235782197560375e-308,7.590668146050537e-308,1.0
221,"For me, I picked up on this and remembered what I put earlier for the same graph so I just put the same answer. If I would've had more time and had time to forget what I answered maybe my answers would have been different.",1.300519871955576e-308,2.562549157072076e-308,1.0,2.08344282118172e-308,1.0755569997916254e-308,1.0891046275955994e-308,1.3149850750523875e-308,1.580120113843586e-308
222,"I am unsure, maybe random error.",0.40488288527844185,0.0556714651565636,0.05961051315998669,0.05257924448044281,0.07719703275525991,0.05115632866379274,0.07497042041569046,0.07022317405723386
