document_index,document,topic,probability
438,"The group that was chosen to do this study was Stats 218. Then it can be compared to the control group to see if the answers of the study are different or similar in any way. This can be based on level of difficulty, age, gender, etc.",topic_0,1.0
439,"control group 

No，There are no exact numbers to count",topic_0,0.5131482194673351
440,One thing that was random was the types of 3D model graphs that each random participant received. The control groups were the graphs that were shown to us on the website where the experiment was being taken place.,topic_0,0.22426830595691627
441,Randomization of which kit study participants selected was present. This randomization allows finding to be extrapolated to a variety of 3D graphs rather than just the specific set that any given participant is given.,topic_0,0.19534193559540336
442,I think it need to be limited to one group of shapes and figures to makes people solving the problems. The different groups of shapes and figures stand as independent variable makes the data out of control.,topic_0,0.09448599657913992
443,"Some elements were random assignment, because they handed the bags out to anyone. The choice of the graphs were also random by the fact that I could pick any color or size first, but not random by the fact that I eventually had to pick all of the graphs.",topic_0,0.07270888239344796
444,it feels like everything was randomized and that there were no control groups in class but I may be wrong. It felt like you could pick almost any physical piece given to you and use it as part of the experiment which feltlike it was not controlled.,topic_0,0.11098816389085434
445,"In the paper, it stated that the order in which each participant viewed each of the graphs was completely randomized. The control group was the ""sample"" graphs provided prior to the experiment.",topic_0,7.743178959335041e-308
446,"I think randomization was used, as it seemed the questions were given in random order. I do not know what a control group would look like in an experiment such as this, as it is based on perception.",topic_0,0.1521991237274304
447,It was randomized in which participants were assigned random charts and bar graphs to look at. The control group of college students removed the bias of age or gender as the class was around the same age and eventually split between male to female. If this experiment was done with students and faculty then you might run into biases of sight as older people typically cannot see as well as younger people. Also giving students random charts to look at made sure they didn't collaborate and give the same answer as their partners.,topic_0,1.0
448,Randomization could be students in a class.,topic_0,0.11087902520229401
449,"Since there was an option for non-stats 218 students, I am assuming this experiment is trying to randomly sample the college population. We were also randomly assigned kits, which prevents spreading answers/keeping expectations low. That effect means the data would be more genuine.",topic_0,1.0
450,I think that the randomization of giving the classes different bags and the random students who signed up for the class gave the experiment randomization.,topic_0,0.1029915083920526
451,"I think the randomization comes into play with the bags being given out, and also the graphs we decided to choose. On the other hand, we had to answer questions about each graph so it was just a matter of time before we saw them all anyways. I think this is going to be a cool way of seeing which observational unit picked what graph and what they thought the results were with the size of each bar.",topic_0,0.21384662855820014
452,"These elements of the experimental design help enhance the validity and the reliability of the experiment by controlling for potential confounding variables, while also minimizing bias.",topic_0,1.4680604742881493e-307
453,A controled group of questions,topic_0,0.15819757644713428
454,"Random assignment, gender variation. To lessen confounding variables.",topic_0,1.4198992290023086e-307
455,"In the end of the experiment, there were multiple questions that made sure you had answered for every single block at least once. This is because they wanted data on every single graph.",topic_0,7.205696139319698e-308
456,"Oh, I don't know. Certainly, there was no randomization. I don't imagine there was a control group. I think that not letting participants know what the experiment is about is part of the experiment. If I knew exactly what the researcher was studying, it might alter my performance. Since I don't know what the researcher is studying, or much of anything about the design, it is hard to say.",topic_0,1.0
457,"I would say randomization, the participants in the group were individually assigned a numbered bag to answer questions about, the same numbered bags were used repeatedly with new participants.",topic_0,0.06383366563925821
458,"They used a control group by having only certain shapes in the bag, and having many shapes on the computer. These bars were all different sizes and colors.",topic_0,0.14016216718321522
459,Randomization was present due to all the different sets and all the different heights.,topic_0,8.056044862325015e-308
460,"Randomization: Order of when the charts were presented, choosing which kit to use. 

Controlled: The setting where it took place, the task was the same for all participants

They were present because they needed to represent the validity of the experiment and study they were trying to perform. Randomization helps reduce bias and reduces the risk of having the study manipulated. The control group helps keep variables consistent to get accurate results.",topic_0,0.3357044936799344
461,"The control group might be the bag we chose, yet I cannot depict a certain control group. It was random which bag we got though.",topic_0,0.10557153543973985
462,Randomization of people from the stats class.,topic_0,0.12724362530737707
463,The students are the control group since the students are the ones experimenting finding out which shape or block is taller than the other.,topic_0,1.0
464,"There could have been a control group, maybe they could be given only physical or only digital bar graphs. Since there were different sets of bar graphs, one can assume there was an element of randomization as to which sets of physical bar graphs the student would use.",topic_0,0.2260956815674176
465,"Participant randomly chose kits, and all students participated, so there is no bias in the sample. There may have been a control group I was unaware of.",topic_0,1.0
466,I think the use of randomization was used since everyone seemingly had a different kit to use and the questions were randomized and didnt seem to be in any particular order.,topic_0,8.308973770788801e-308
467,I think it was a control group because only students in Stats 218 were examined and participated in the experiment.,topic_0,1.0
468,I think randomization was present because I had to randomly pick out blocks from the bag.,topic_0,0.06296883198920304
469,The experimental design is a randomization because every students are required to participate in the simple task which is to choose from the set of designated blocks and answer questions based on the blocks,topic_0,0.12036534043455085
470,I think the randomization of which bag you picked were represented due to the number of bags there were to choose from.,topic_0,6.669733393454461e-308
471,"This was a randomized experiment. The only thing that the students performing the experiment had in common was that they were in STAT 218 at UNL. Besides that, we are all involved in different things and are of different ages.",topic_0,1.0
472,"randomization - participants were randomly assigned a test kit to use 

this element was used to ensure that the experiment remained random.",topic_0,1.4225078804776122e-307
473,I think an element of experimental design they used is a big sample because if all of the stats classes did the experiment there was definitely a large sample.,topic_0,1.0
474,Randomisation was present in the experiment. People were randomly assigned to models instead and did not have the same exact questions.,topic_0,0.16229376595348616
475,"I do think the experiment seemed to include a control group, seeing as it being used in a certain class removes a degree of randomness from the situation.",topic_0,0.5295453431261927
476,"I am not sure, because everyone in STATS 218 was asked to participate so I am not sure how there could be random assignment, unless we all got different tasks or something?",topic_0,1.0937575888442574e-307
477,The elements used in this experiment were definitely assigned subjects to random groups in a random manner. I think this element ensures that only difference between the groups is the treatment condition. I believe this minimizes bias and allows for valid statistical inference.,topic_0,0.19923401918193767
478,I would say there was a minimum randomization as I noticed that mostly stats students participated in this experiment.,topic_0,0.12046438891031386
479,There are many different people in the stats class that was being tested,topic_0,0.3076748229846091
480,"Randomization was present in the experiment. Each element of the experiment was randomly assigned to random students participating individually in the study. I believe it was done this way due to the design of the experiment and how it was ultimately planned and executed in the setting it was given in. It was set up in a survey type manner, rather than a controlled study type manner. It was most likely designed this way due to the limiting factors of it being done with college students who are typically busy and have tight schedules to adhere to which makes it difficult to perform a controlled study type of experiment.",topic_0,1.384753124252163e-307
481,Randomization I don't think it present in the experiment because the experiment is just randomly.,topic_0,0.17457983827097578
482,"random people where given random data sets, the grade boost given was the same across all sections of Stats,",topic_0,0.13081230420746082
483,One element of experimental design that I think was present in this study was the random assignment of the particular set of physical models given to each participant.,topic_0,1.2961607270704834e-307
484,I was not able to chose the bag of blocks - they were handed to me I believe this randomization was used to make sure that we didn't all grab the same bag.,topic_0,0.06417991244589208
485,"Randomization was present in the experiment in the process of choosing an specific bar. Since they were in a bag, the participant can select which one they are going to select to submit the data about the distribution.",topic_0,0.2166304136823599
486,Randomization was present because we were randomly assigned a set of physical bar graphs.,topic_0,0.1860956464214501
487,"I think random assigment was used, Participants are randomly assigned to either the control or experimental group. This helps ensure that groups are equivalent at the start of the experiment and minimizes potential confounding variables.",topic_0,1.959182739326627e-307
488,I am unsure if there was a control group present but the graphs that were given would have been constants in the experiement. The number of questions were constant. It was likely random the order that the questions were in as at different times it would ask you to open the bag and pick a random graph. this is where the randomization would play a part because not everyone would be looking at the same graph.,topic_0,0.2918786843923722
489,I think randomization was present in this experiment because kits were randomly chosen by the participants and there was no assignment of any control groups that we knew of.,topic_0,0.13001566899800454
490,"* Receiving the graph in a randomly assigned kit

* the ratios were randomly assigned

* Each graph randomly assigned adjacent/separate comparison",topic_0,0.08260179240164757
491,It randomly gave you different sized bars based on which kit you were given. And there was really no specific groups such as a control group and an experimental group because it was all randomized.,topic_0,0.14195862484062174
492,"I think the experimental design was randomized but within a certain population, such as students who are in a statistics class. The randomization is to gain a better understanding and more accurate/significant data of a population.",topic_0,0.14012964243582776
493,"I think that the questions were randomized, because that way if one student did the experiment, they couldn't give insight to another on the correct answers.",topic_0,0.1378042888668107
494,"The control group could be a group where once the test is completed, the right answer is provided, similar to the beginning question.",topic_0,0.39814601690006546
495,I think they were present in the experiment to make it more reliable.,topic_0,1.0
496,The experiment is randomized because it is a class with different ages and students with different genders however it is limited to only Stat 218 classes which makes it somewhat limited. It does not include every major in the university and they may see the graphs differently.,topic_0,0.4128578742978661
497,"The control group could be the flat bar graph since it is the most commonly used bar graph. There may not be randomization among the people that take this experiment, because the statistic students are doing this to get extra credit which means most likely the statistic students in this experiment tend to get better grades and can interpret a graph better.",topic_0,0.44709042848670644
498,"Randomization was certainly present, as we were all presented with different kits using different heights. It seems unlikely that there would be a control group, seeing as we are experimenting on something that no matter what is open to human error, but not based on human opinion, if that makes sense.",topic_0,0.1374967025029517
499,randomization because they chose random people.,topic_0,8.321044278522267e-308
500,"I would imagine the kits were randomly assigned to the individuals within sample populations. 

I think the control group would be the original data set collected from Cleveland and McGill, or possibly the data set created by statistic department faculty members.

Having a solid methodology and observing participants under controlled environments (like designing the 3D bar graphs and distributing kits randomly) are also clear aspects of any good experimental study, and this study possesses both fairly clearly.",topic_0,0.34102707585713826
501,"blinding: students were given no prior information, which means they had no time to prepare, and results were more accurate. 

randomization: students were able to volunteer for this, which means only those who tried were included in the experiment.",topic_0,1.3396122990093834e-307
502,"Randomization, as there were different kits that could be assigned and the question order was also likely randomized.",topic_0,7.94159867898261e-308
503,I think that the randomization was present through the random choosing of students (age and gender vary) but the control group could have been that everyone was using the same material (in their particular group kit number).,topic_0,0.14576535512031302
504,"randomization was incorporated with gender, age of participants. Control group were the model kits. These were utilized to add more variety in the results.",topic_0,0.11361790835197894
505,"The element of randomization was utilized. Within the group of statistics students, a random assignment of individuals participated in the experiment due to it not being a requirement for the course which can support the validity of the overall experiment assuming the number of students who participated was over 20.",topic_0,0.12476192227043217
506,What order the visuals were in. This allowed for the data to be rotated and not attributed to a pattern.,topic_0,0.09485542606835716
507,The use of randomization was used as they had multiple graph packs that could be randomly administerred.,topic_0,6.3940599380653e-308
508,"Randomization: The order in which graphs were presented to participants was randomized to minimize order effects and potential biases.

Control Group: While there might not be a traditional control group in the experiment, the use of consistent control variables, such as bar chart layout, ratio comparison, and graph identification, were present. 

Standardization: The experiment likely standardized procedures for presenting graphs, collecting responses, and measuring outcomes to enhance the validity of the results.

These elements of experimental design were likely added to reduce confounding variables, enhance internal validity, and increase the generalizability of the findings.",topic_0,7.411482639257969e-308
509,The observational group was students seeking extra credit for this course. The pack of physical bars to estimate measurement seemed random. I am not sure what the control group would have been,topic_0,0.5201625267964796
510,I assume that each kit had some blocks that were the same and some blocks that were different just to see how different students viewed the heights of the blocks differently,topic_0,9.49670761702809e-308
511,A control group was used to see the different groups perception on the grouped bar charts. Two of the bar charts were grouped while the other 3 were stacked bar charts which would be used for comparison. This was used for the perceptional element of position which was what this study was for.,topic_0,7.049826234234572e-308
512,There were different bags and versions of the experiment depending on what code you had in the bag. To discourage sharing answers.,topic_0,6.726434979234063e-308
513,"I think that randomization was present by allowing the student to choose each 3D graph in whatever order they wanted. I'm not sure how the kit was chosen for me specifically, but I assume it is randomized. 

There also might have been a control group that was given the same kit. 

I think these are present because it allows the experimenters to obtain the best, most accurate data if it is unskewed, random, and able to be compared to a control group.",topic_0,0.22755858332094192
0,I think this was a paried control group because the variables were related to each other and they both were related to what the results would be.,topic_1,0.021250322189149472
1,I think the control group was the models we had and randomization was in the form of that we didn't know which model we were going to do next.,topic_1,0.026441881271087538
2,Randomization was used because we were given different bags with different numbers and maybe some of the bags had different items.,topic_1,1.478094591615269e-308
3,Randomization could be each person having different blocks to judge and having to find the size difference between them. A control group was that we all came to the same place to do the experiment and it was a controlled environment.,topic_1,0.02807887671369176
4,"Randomness was used by the test subject in picking the order of bar graphs, it could have also been used to determine control percentages (using a random number generator 1-100) for the different graphs used. 

The use of a control group was demonstrated by the older results being compared to current ones. The older data is the control group.",topic_1,0.2017540364863582
5,"random convenience sample for sampling due to just taking a random ""convenience"" sample of all stats 218 students.

I don't think there is any control group as every individual did the experiment by by themselves and there were not placebo or other vehicles controlled by the experiment creators.",topic_1,1.263859573387618e-308
6,"Randomization was used by having each student get randomly assigned ti a different bag of blocks. The control group was students that were taking STATS 218. I think that this was easiest for the experiment so that results were of a similar population,",topic_1,0.014279942772468414
7,"There were different bags of models, that people used at random. This was most likely to have some factor of randomization.",topic_1,1.4803270269188e-308
8,I think randomization was definitely present in this design I think there was no control group because most of the experiments were random. But I think overall this study was designed to have both sides of the experiment randomized to really give the participants all a fair chance to answer a variety of questions given on the test.,topic_1,0.01666314638091125
9,The use of a control group was used as all the participants within the experiment were in the same class and given the same questions to answer over the same kits. There was also randomization used as the questions and kits very all in a random order when presented in the experiment. There was also a process of replication used as the questions and kits were very similar as the experiment was performed.,topic_1,0.021468812268105673
10,"Random assignment because it was given to stat students, not necessarily specific students. Random selection as well because everyone was given different bags to use for the experiment. Lastly, replication because it was done multiple times to get accurate results.",topic_1,1.895134320325628e-308
11,"The control group was pretty narrow because of the fact that it was only for student AT UNL that are currently enrolled in the intro to stats class. The randomization was pretty narrow in a sense that it's one subject taken at UNL, instead of having students from a more advanced stats class or calc class complete the experiment.",topic_1,1.2478293194320895e-308
12,"I think control group, because it is limited to students enrolled in a stats class. If it were random, there would be a few from this class, a few from an english class, bio class, etc.",topic_1,1.2786988808770965e-308
13,I don't believe randomization was used as the experimental group was only STATS 218 students. Since the experiment was conducted last year it could be compared.,topic_1,1.485181402571579e-308
14,Randomization was present in making the kits and distributing to the individuals.  Randomization was used to avoid bias.,topic_1,0.012232332732779284
15,control was probably determined off the same shape given both physical and digitally,topic_1,2.875650597489969e-308
16,"Control group: A control group may have been included to compare responses to a standard (i.e. commonly used graph)
Counterbalancing: To control order effects, the order that students were exposed to graphs may have varied across individuals",topic_1,0.03809047216405396
17,"Randomization was used to present the graphs to us. They were all presented in a randomized order to prevent bias of seeing one model before another. 

I don't really think there is a control group, but since everything that is given to us is randomized, it helps keep everything unbiased. 

This study was replicated from Cleveland and McGill and replication is important in experiments to compare the findings, and build on the knowledge of the experiment.",topic_1,0.05122458605500691
18,randomization because both the bag of 3d printed graphs and the code generated were random for each given person that completed the experiment.,topic_1,0.323894350590817
19,"I believe radimnization was used for the presented bar graphs, however there was one bar at least at 50% and I believe that to be the control group. I believe it comes ntonues asking questions on om different bar graphs for different sections depending on your answer to the question.",topic_1,0.06072749550222572
20,The elements would be the blocks and they are used as the control group.,topic_1,1.8460724440690516e-308
21,"I don't remember there being the use of a control group other than showing us the height of a stat in a bar graph, the variable that is being manipulated is the different heights of bar graph data points and their nehighboring points. Another randomized portion was which bag you got, I assume they all had different bar graphs to observe increasing the amount of data points. I think each of these as well as anything else was included, was done so in order to get a clear confirmation that the variable they are testing for indeed was influencing.",topic_1,0.03649516623771263
22,The randomization aspect that was involved within the experimental design would be the various kit numbers that the students were able to choose from for the experiment. This works to have provided randomization and in terms of which participants worked with which kit.,topic_1,0.009423576377441345
23,Randomization was used with the different structures so we wouldn't have the sme answer every time.,topic_1,2.018829190092468e-308
24,Control group was present in the experiment because the 3D charts were picked by the participants and also the participants were from a Stats class. But also the there was a randomization of 2D charts and 3D charts included in the experiment.,topic_1,0.055422612903284596
25,One element of experimental design that was present in the experiment was randomization because each participant in the study was randomly given a kit that was different from the other participants. The way in which the study was carried out was through randomization.,topic_1,1.8630891016081947e-308
26,"Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.  However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.",topic_1,1.3118641081941535e-308
27,Random assignment was used in the experiment because when we entered the room we had to choose a bag full of figures for the study. The bags had different codes and graphs representing different experimental groups. I do not think there was a control group because the different bags were all experimental groups. The manipulation in the experiment was just the comparison of 2D and 3D graphs using different figures.,topic_1,0.06401551438274722
28,"I think the sample group was random, a class from a college is going to have a lot of different types of people from age to place they are from which would change the outcome of the experiment. I think this is designed in the experiment because it gives a variety of answers in the experiment.",topic_1,1.5230414955411034e-308
29,It was randomization. The control group were the professors and I think that they wanted to see the difference,topic_1,0.014169585268434717
30,"I believe this experiment was randomized because everyone in the experiment got to choose a different bag full of shapes to compare, meaning each participant in the study had an equal chance of being assigned any shapes to compare. I also believe there was a control group in this experiment because there were many different variables in this experiment such as age, school, class, etc. All the participants in this study are currently taking the class Stats 218, and all of the participants are college students attending the same university.",topic_1,0.0181085437640214
31,The randomization was what bag the students picked upon arrival. This was present so that students couldn't share answers and skew the data.,topic_1,0.012073192599110716
32,This study is randomized because multiple different students in a Stats class. All different backgrounds and multiple different majors.,topic_1,0.01039591245294518
33,I think the control group in this study were the students because everyone had to participate and it was not really randomized because it was specifically meant for Stat 218 students.,topic_1,1.2235086200046706e-308
34,I imagine there is a control group-- maybe a computer program-- that has the exact numbers. The bag of graphs each participant received was also randomized.,topic_1,0.09583644993411608
35,"Use of a control group, those were the students who took it in person.",topic_1,1.267165317894681e-308
36,"Each student was given the same baggie of graphs, and asked the same questions I assume. We all performed this in the same room. Randomization could be that students performed this during different times of the day",topic_1,0.3251145125936048
37,"All the different groups of graphs/bars were randomly assigned to students.

I'm sure there was a consistent bar/graph (control) present in all the bags/groups, to gauge how students all interpreted the same bars/graphs after viewing varying ones.

An element of experimental design would be having the bars/graphs digitalized and 3D printed. The 3D printed ones were neat as they made the experiment more ""real.""",topic_1,0.05303131846375009
38,"The group of students themselves were randomization, lots of students from lots of different majors take statistics, so it's a good representation of the campus's population. The control group was likely that the Ziploc bags of graphs/graphing program we used had all the same graphs for every student doing the testing, so they could have something to compare against everyone who took the experiment.",topic_1,0.04315417157260605
39,"Randomization because everyone was given a set of questions and different order of graphs because no one had the same order, you got to choose for a certain part of the experiment.",topic_1,0.45890882783298387
40,"I believe that this experiment utilized randomization. Granted the only participants were the Stats218 students, but majority of those students come from different backgrounds and even many different ages.",topic_1,1.5157291033351445e-308
41,well since it was only stat 218 students that seems more like a controlled group because only those groups participated in the experiment,topic_1,1.194367449412259e-308
42,randomization was used when picking out the real life blocks from the bag because there was no way in telling what block a person would pick and when they would pick it from the bag.,topic_1,0.01481296376207192
43,I think its a random sample because there are many different age groups in the stats classes and they didnt pick it based on anything else.,topic_1,1.2211893943084775e-308
44,The experiment was not fully random because it only surveyed students who were in the statistics class. This was not a random survey throughout the whole campus on UNL.,topic_1,1.2720171102016687e-308
45,"I am not sure it is very random, as it was just all the statistics students, although it is a specific group.",topic_1,1.220385615694643e-308
46,"I did not note a control group at the time of the experiment - it appeared to be all randomization. At first, the experiment called for the user to pick which column appeared larger/smaller than the other and gave two choices. The second half of the experiment called for the user to guess a percentage of how much taller one block was than the other and provided a sliding scale. This would provide more specifics with data.",topic_1,1.8485524759368637e-308
47,random selection of the different kits was there. i also think there was a good sample diversity as a bunch of diff uni students participated.,topic_1,1.6966065300278564e-308
48,"Randomization is present in the random assignment of the bags of bar graph models and switching between computer and in-person models. I'm not sure if all students observed the same visuals on the computer, but if everyone did, that would be a control.",topic_1,0.3200251135698016
49,It was very randomized because there were multiple bags of 3D models and multiple randomly selected people that we're experimented on.,topic_1,0.017164834533628576
50,"I feel like the use of randomization was not used in this cause because all those that took part in the experiment were students in a stats class, and therefore there couldn't be complete randomization. There was some randomization based on participants randomly being given the kit they were supposed to use, but otherwise it seems as though randomization may not have explicitly been use for this experiment. I feel as though the use of a control group is much more likely since it was controlled as to who was experimented on and what they used to experiment.",topic_1,0.016439207644477954
51,"I'm assuming that there were different model kits therefore increasing data samples and randomization

 

the control group would be the actual size difference between the data",topic_1,0.025165196775860987
52,I think that randomization was used and that everybody may have been given a separate set of blocks to look at and a control group may have been used also where it didn't mater what the height of the blocks were.,topic_1,1.87309935383039e-308
53,I think randomization was in use for the experiment. This will help with ensuring that decisions made by the subject are not biased.,topic_1,0.022789866349123684
54,The people used in the experiment were all in a stats class which would be probably be convenience sampling because for it to be completely random you wouldn't assign students to do the experiment as a requirement.,topic_1,0.013150601946251205
55,"I don't think that there was a control group because there was constant change, however I would say that randomization would definitely be apart of this experiment because the subjects were assigned to different 3D graphs.",topic_1,0.05137267112470765
56,"Elements of experimental design were present in that we were randomly assigned a different packet to use for our experiment. As well we were not told why we were doing it or what results they are looking for, just for us to participate so that they can track the data. This way the data is authentic and not skewed.",topic_1,1.984061168295312e-308
57,The randomization here was what bad you were given in the experiment. Everyone was given a bag and some people got the same bag as others but not many so in this experiment mostly everyones answers were different. This is why its a good control group experiment that would provide some good results for this experiment. So yes I think there was good randomization.,topic_1,0.016875594691191483
58,"There was randomness because everyone got a different kit, I'm not sure what else was involved",topic_1,1.7127885473499027e-308
59,There were different bags with different observational units. Then at the end it gave us a code to put us into a group. He did this to see what percentage of the class was in what category of reading.,topic_1,0.0473826993596774
60,"Randomization was used, because the 3D model kit that was used by each student was random. A control group was most likely used. The control group might consist of students that completed the experiment using only 3D models or only pictures.",topic_1,0.039875907570595205
61,"The control group wasn't exactly randomized because people who feel less confident about their answers are more likely to not release them.

Everyone in 218 does the experiment so that in itself is randomized.",topic_1,0.010923535584830718
62,Random students participated in the experiment. The bars were randomly generated.,topic_1,0.12296725169348088
63,"I think the control group was the blocks because everyone examined the same blocks, but also had different results. I think this was present because the goal was to figure out how people examine the same blocks",topic_1,1.8415726931136115e-308
64,I think one of the graphs had to be a control. I remember there being a little quiz or something before starting the experiment so maybe that was to test us for the control group. A control group is set to 'standard' conditions to draw comparisons from once the experiment is over.,topic_1,0.11759558856260201
65,"- convenience sampling- the participants were students in a stats class. 

* I don't believe there was a control as far as I know

* randomization from the bag of graphs that were given.

* I would need to know more about the experiment to give you anything else.",topic_1,0.042175294956066485
66,the researcher may have only targeted specific groups/classes,topic_1,1.2368249509053136e-308
67,I think the use of control group because these were all comparing different groups.,topic_1,0.020925650485433708
68,"To prevent differing answers, the creators opted for a constant variable, the graphics.",topic_1,0.05833826900828003
69,I think randomization was used in this because each person was randomly given a set of charts to interpret.,topic_1,0.2790061895460297
70,"For this experiment, I definitely think randomization was a part of the experimental design. I say this because the bags of materials were handed out randomly when they became available to use. Additionally, on the same page, I believe this experiment also included only experimental groups. I say this because, as a result of the randomization, everyone received different bags and no one was specifically grouped into using certain things.",topic_1,0.01676097640443294
71,The randomness of what graph you pull out of the bag and the mix of questions we were administered. I am not sure how a control group would have been used in this experiment.,topic_1,0.03956722196272354
72,"I think the graphs you receive, and the order they are presented to you in, are randomized. I don't know what the control group would have been in this experiment.",topic_1,0.05914753273778747
73,"I believe that convenience sampling was used because they are experimenting with a statistics class, so they may be more predisposed to graphic interpretations than a random person. I also believe randomization was used because each class had a different set of 3D models.",topic_1,0.07154953732833169
74,"I think randomization was part of this experiment's design. This was done to rid of possible confounding variables like gender. A control group may have been part of the experiment's design, but I am not sure what that group's ""non-treatment"" would have been. A control group, if it was part of the design, would provide a baseline for the experimental group(s).",topic_1,0.019686346490415823
75,I think principles of sample size were considered in this experiment. This experiment is using a large number of STATS 218 students.,topic_1,1.5216551138959215e-308
76,Randomized photos could have been used from a database when looking at the study because they wanted a larger spread among different age groups. Replication was used among the student pulling from this same data base. Controlled variables were the in person models being the same in each bag,topic_1,0.019217639795353517
77,The control group was that the bigger graph piece was always at 100. I think this is the control because it stayed the same each time and with every changes in the graphs we observed.,topic_1,3.2768806466111817e-308
78,"Not randomization - if randomization were used, kits would be randomly assigned rather than picked. I don't know if a control group was used, because this study could have been on statistics students vs students not in a statistics class.",topic_1,0.01586527086490932
79,"A control group was used, because results were only taken from individuals 19 and older, as well as participating in Stat218. Gender was also taken into account, and will most likely be divided into categories based on these things.",topic_1,1.2166808783720216e-308
80,design was used to target specific stats students they maybe the control was the ones in person because i would think they were testing about the online graphics,topic_1,0.027965677359605614
81,The randomization of the students in STATS 141 and the control group could be the actual answer.,topic_1,1.4869863056634637e-308
82,The fact that we were all around the same demographic. Maybe people all got the same materials to work with.,topic_1,0.01815771358742127
83,"The randomization aspect could be seen in the random kit each participant used. The different kits could have different difficulties of models to assess, which when given out randomly, might show results related to the accuracy of that participant's responses. A possible control group present could be participants that have no prior experience with statistics. This would provide a benchmark to compare active statistics students with. The only evidence of this study being an experimental study is the assignment of the model kits. Besides there being different kits used by participants, there was no manipulation by the researchers as for what was done on the survey.",topic_1,1.460723299853667e-308
84,I think that the elements are a controlled group because they are given to us and not randomized.,topic_1,1.77776813977622e-308
85,"I think that the elements of the experiment are a controlled group because they are given to us and we are just judging them based of looks, but they are not randomized and are set out in a controlled manner.",topic_1,0.022028698682211086
86,I think that it is randomly assigned because we were given random bags.,topic_1,1.4619885644195625e-308
87,The kind of graph shown,topic_1,0.21693389781249017
88,"The randomization of the groups were present in the experiment through the use of the ta's handing out the different packages, as well as the user's requirement to randomly pick a 3D model.",topic_1,0.042725800700163574
89,"I guess overall they were pretty random because not everyone had the same blocks, and didn't know where the blocks were going. A bunch of different classes experimented, so there wasn't just one class studied. Lastly, possibly something like the kids are from different age groups.",topic_1,1.7796175029561936e-308
90,I think there were randomization because the different charts weren’t assigned to specific students and the students randomly chose which data set they interpreted.,topic_1,0.32139737212379765
91,I would say it was random because they used both 2D and 3D graphs for both groups,topic_1,0.33138241040455546
92,"I think the randomization was used, because there were many random participants. There were many different students that participated in this study.",topic_1,1.460414247955165e-308
93,It was a randomized order and repeated measures design was also present. Conditions were controlled to have a baseline comparison.,topic_1,0.020303304242415818
94,"Random sampling, I don’t believe there was a control group but it also has random assignment to the bags",topic_1,0.019419534751380425
95,"The experiment included several good design elements. Each participant got a random mix of chart types and bar layouts, which helps avoid bias from always seeing things in the same order. The charts were also randomly assigned different ratio values, so no one could guess patterns. Everyone answered the same types of questions, making it easier to compare results. While there wasn’t a traditional control group, the 2D chart acted like a baseline to compare the 3D formats against.",topic_1,5.746928759972484e-308
96,"Random assignment was used, but not random sampling because we are all from statistics courses. A control group was also probably utilized, without us being aware.",topic_1,1.231997572922928e-308
97,Randomizing groups by giving different people different 3D printed graphs. This was done to see if results differ between the different 3D graphs and it is not just up to chance.,topic_1,0.2885009661255516
98,Randomization by randomizing which bar charts to utilize for each participant was used,topic_1,0.2425546773406324
99,An element that played a part of this experiment was the randomization of the Stats 218 class and what package they got.,topic_1,0.014298410354480626
100,"There was some factors that indicate there was a control. Like at the beginning of the experiment we had to depict which model was 25%, 50%, and 75% to the other graph. However I think the element of randomization was present in the experiment. There was no selected models per person and each graph was random.",topic_1,0.04654692174998218
101,The observational study was used because it was the design for the experiment.,topic_1,1.826929536594607e-308
102,"The control group used was the digital 3D graphs, and random assignment was used by having students pick the bags of graphs randomly.",topic_1,0.0829157334362529
103,"I think that the control groups were present, because the experiment was planned out. They had to plan this experiment out otherwise the results would not have been as accurate.",topic_1,1.786514536575328e-308
104,"Randomization could have been used in this experiment because they want each participant to have a different set of graphs to interpret. If they gave each participant, the same set of graphs the previous participant could have influenced the other on what they thought the answers were, which would skew the evidence.",topic_1,0.5271813574191277
105,"Each participant received a random kit. This may have been to ensure that if a single kit was somehow flawed, useable data could still be gathered.",topic_1,1.6884041982714524e-308
