question,topic_id,term_rank,term,c_tf_idf_weight
q8,0,4,graph,0.2911002680755403
q8,0,5,3d graphs,0.2855951561822268
q8,0,6,charts,0.25450112881107945
q8,0,7,printed,0.2531726553514555
q8,0,8,perception,0.2501767171129873
q8,0,9,accurate,0.24868159227281866
q8,0,10,bar,0.24733063988020526
q8,1,1,experimental,0.30649731619066467
q8,1,2,statistical,0.2909994357908227
q8,1,3,design,0.2880750337794565
q8,1,4,component,0.2880109719767772
q8,1,5,focused,0.28622518091207827
q8,1,6,reflecting,0.27270317114821035
q8,1,7,experiment,0.268266271076686
q8,1,8,understanding,0.2673397591695685
q8,1,9,experiement,0.2672376660502438
q8,1,10,process,0.25924753714085413
q8,2,1,study reflection,0.314653391839251
q8,2,2,post study,0.31252075916172095
q8,2,3,post,0.3092264860303988
q8,2,4,reflection,0.2872493315384801
q8,2,5,participant,0.27908571530306725
q8,2,6,extended abstract,0.2778426535681755
q8,2,7,extended,0.27692256308419094
q8,2,8,design,0.2642480608790689
q8,2,9,conclusion,0.2600040536020137
q8,2,10,study,0.25608375624133556
q8,3,1,experiment,0.34680396970167005
q8,3,2,differed,0.29811519446265117
q8,3,3,video,0.2840051611548114
q8,3,4,information reflected,0.2700488221386353
q8,3,5,realizing,0.2700488221386353
q8,3,6,experiment point,0.2700488221386353
q8,3,7,round,0.2700488221386353
q8,3,8,credit,0.2700488221386353
q8,3,9,start finish,0.2700488221386353
q8,3,10,extra credit,0.2700488221386353
q8,4,1,components,0.48691502347850185
q8,4,2,gained components,0.44548829189740363
q8,4,3,components project,0.4144416059251559
q8,4,4,project,0.40263733556923575
q8,4,5,information gained,0.37172449705181504
q8,4,6,differed,0.3589831469445165
q8,4,7,gained,0.3542217671186067
q8,4,8,components differed,0.3462674074871217
q8,4,9,project differed,0.34621011319401424
q8,4,10,differ,0.3358598498115351
q8,5,1,participation,0.3094945960857041
q8,5,2,allowed,0.30373099704563156
q8,5,3,nice,0.292680415049762
q8,5,4,times,0.28064923498288
q8,5,5,different,0.2719405978609607
q8,5,6,gave,0.2707603632718653
q8,5,7,abstract,0.26780385590467787
q8,5,8,detailed,0.26758996415139763
q8,5,9,did,0.2664201515127085
q8,5,10,abstract presentation,0.263316923699882
q8,6,1,informative,0.3779450460306384
q8,6,2,presentation informative,0.3255744242451058
q8,6,3,explaining,0.3230923669064266
q8,6,4,abstract,0.32016837066612885
q8,6,5,abstract abstract,0.3085908378625883
q8,6,6,simpler,0.3085908378625883
q8,6,7,results abstract,0.3085908378625883
q8,6,8,really helped,0.3085908378625883
q8,6,9,little confused,0.3085908378625883
q8,6,10,participation post,0.3068323936630584
q8,7,1,helped,0.3886516847480201
q8,7,2,project,0.3707123859595354
q8,7,3,writing,0.36527077781220474
q8,7,4,ve,0.34526078243776354
q8,7,5,reflection think,0.3371857409568599
q8,7,6,presentation helped,0.3300098935303938
q8,7,7,view,0.32914089442088124
q8,7,8,things,0.3208883356285245
q8,7,9,ideas,0.31633377284547054
q8,7,10,contributes,0.30700002567616363
q8,8,1,kits,0.5088635988705874
q8,8,2,different kits,0.49858646959493275
q8,8,3,like,0.42683078105243427
q8,8,4,confusing,0.40470404016659833
q8,8,5,conduct,0.3879024690346279
q8,8,6,people went,0.3879024690346279
q8,8,7,wrong participation,0.3879024690346279
q8,8,8,cause like,0.3879024690346279
q8,8,9,knowledge gaining,0.3879024690346279
q8,8,10,know doing,0.3879024690346279
q8,9,1,pictures,0.6359851748656914
q8,9,2,values,0.6011451022940539
q8,9,3,study differed,0.5703008972891892
q8,9,4,differed,0.5365603266483736
q8,9,5,recorded,0.5123367139808602
q8,9,6,recorded values,0.5123367139808602
q8,9,7,values value,0.5123367139808602
q8,9,8,researchers work,0.5123367139808602
q8,9,9,values verse,0.5123367139808602
q8,9,10,value plot,0.5123367139808602
q8,10,1,personal,0.3869980493451292
q8,10,2,findings,0.3703235821819424
q8,10,3,insights,0.36276609770727747
q8,10,4,key,0.36202689332715376
q8,10,5,engagement,0.3519152425319464
q8,10,6,provided,0.35052223864907955
q8,10,7,highlighted,0.3481710194686398
q8,10,8,involves,0.3338587935255924
q8,10,9,feedback,0.3338587935255924
q8,10,10,experience,0.33278577240722274
q9,-1,1,written text,1.024840193017451
q9,-1,2,things easier,1.024840193017451
q9,-1,3,easier demonstrate,1.024840193017451
q9,-1,4,cons using,1.024840193017451
q9,-1,5,difference predicted,1.024840193017451
q9,-1,6,demonstrate,1.024840193017451
q9,-1,7,cons,1.024840193017451
q9,-1,8,using graphs,1.024840193017451
q9,-1,9,demonstrate presentation,1.024840193017451
q9,-1,10,text,1.024840193017451
q9,0,1,abstract,0.39618285197489483
q9,0,2,study,0.3928247964891375
q9,0,3,results,0.38905282383053164
q9,0,4,presentation,0.3872955661488529
q9,0,5,experiment,0.379504611300719
q9,0,6,think,0.3532504437016974
q9,0,7,emphasized,0.3475047667294836
q9,0,8,emphasized presentation,0.3206660375983417
q9,0,9,information,0.29514461747424653
q9,0,10,components,0.28873064122012004
q9,1,1,3d,0.4700048480217806
q9,1,2,graphs,0.46679243715655666
q9,1,3,2d,0.3813272500310261
q9,1,4,3d graphs,0.3579252444530134
q9,1,5,emphasized,0.34793316360251586
q9,1,6,presentation,0.3437226380077429
q9,1,7,think,0.34060514688189075
q9,1,8,graph,0.3403780606036307
q9,1,9,abstract,0.3238846031973864
q9,1,10,different,0.3046857371288399
q9,2,1,audience,0.6141385798890006
q9,2,2,visual,0.5320446933089975
q9,2,3,presentations,0.5294737309608589
q9,2,4,aids,0.5014161338133291
q9,2,5,visual aids,0.5014161338133291
q9,2,6,interactive,0.44278067289416445
q9,2,7,key,0.44012829553575133
q9,2,8,abstracts,0.43679580525619804
q9,2,9,engaging,0.4287709519811194
q9,2,10,emphasis,0.42806720007120264
q10,-1,1,long,0.5187766596302057
q10,-1,2,end,0.48004281907754687
q10,-1,3,large,0.4640079504293643
q10,-1,4,thing say,0.4615941522631169
q10,-1,5,assigned,0.4433307844462077
q10,-1,6,participating,0.429363350227211
q10,-1,7,multiple,0.4276861305151812
q10,-1,8,doesn,0.4140025350407065
q10,-1,9,study pretty,0.3948027900130738
q10,-1,10,purpose experiment,0.3948027900130738
q10,0,1,bar,0.4491274245307873
q10,0,2,ve,0.40057256977609096
q10,0,3,color,0.399477150708478
q10,0,4,types,0.384082597123486
q10,0,5,person,0.37959034817075793
q10,0,6,easier,0.3758262213239023
q10,0,7,didn,0.3713536114253697
q10,0,8,confusing,0.35833624208987497
q10,0,9,affect,0.35545897558893463
q10,0,10,physical,0.35230948580683186
q10,1,1,confused,0.5318685411611549
q10,1,2,abstract,0.45778801076637765
q10,1,3,given,0.4332647632047829
q10,1,4,explain,0.41776437186748905
q10,1,5,overall,0.4054940187847566
q10,1,6,helpful,0.39789838039385594
q10,1,7,experiment think,0.3944528647107143
q10,1,8,experiment better,0.3939698096334634
q10,1,9,designed,0.3875965485413357
q10,1,10,instructions,0.3862715052287924
q10,2,1,statistics,0.6267394100792036
q10,2,2,department,0.5688448269744031
q10,2,3,general,0.5451503776375607
q10,2,4,outside,0.5451503776375607
q10,2,5,larger sample,0.5172534376818485
q10,2,6,stats students,0.4859977656386437
q10,2,7,things,0.4358501598890452
q10,2,8,differently,0.4346896163524075
q10,2,9,world,0.43242833398026853
q10,2,10,applied,0.43242833398026853
q10,3,1,project,0.6497664718326003
q10,3,2,don critiques,0.64276588798015
q10,3,3,make better,0.549152898249259
q10,3,4,critiques think,0.4692893958168684
q10,3,5,don think,0.4692893958168684
q10,3,6,actually,0.45272869114975034
q10,3,7,think critique,0.45272869114975034
q10,3,8,provided,0.4382438719625598
q10,3,9,specific,0.4382438719625598
q10,3,10,easy,0.4253720058881832
q10,4,1,control,0.7474795229702151
q10,4,2,findings,0.7211281112477252
q10,4,3,additionally,0.6717290236305248
q10,4,4,validity,0.6709064104758723
q10,4,5,diversity,0.6303660694942902
q10,4,6,potential,0.6303660694942902
q10,4,7,generalize,0.6220276035351547
q10,4,8,conclusions,0.6220276035351547
q10,4,9,small sample,0.6220276035351547
q10,4,10,generalizability,0.600076936145771
q11,-1,1,presentation goes,1.3520331479235517
q11,-1,2,experimental design,1.2236648519718842
q11,-1,3,experimental,1.1345270858575778
q11,-1,4,3d,1.066172519024629
q11,-1,5,easier comprehend,1.050277220525536
q11,-1,6,goes,1.0280700581294822
q11,-1,7,design presentation,0.9560318072857379
q11,-1,8,use presentation,0.9560318072857379
q11,-1,9,understand prefer,0.9560318072857379
q11,-1,10,support,0.9560318072857379
q11,0,1,abstract better,0.3582923828485981
q11,0,2,extended abstract,0.3341980113133863
q11,0,3,extended,0.3309782159145235
q11,0,4,provides,0.3294133809225687
q11,0,5,abstract presentation,0.32366029637878835
q11,0,6,determining experiment,0.31943731758776
q11,0,7,details,0.31883097348672107
q11,0,8,research,0.3128709905125816
q11,0,9,hear study,0.312051373002143
q11,0,10,determine,0.31020924604124145
q11,1,1,person,0.4037577435907441
q11,1,2,people,0.387639620935573
q11,1,3,designed prefer,0.37407472154657784
q11,1,4,lot sense,0.372708210861544
q11,1,5,look,0.36967093864671013
q11,1,6,instead,0.36967093864671013
q11,1,7,determining experiment,0.3655472533275865
q11,1,8,lot,0.36100656509576773
q11,1,9,definitely prefer,0.35912852260823164
q11,1,10,actual,0.35912852260823164
q11,2,1,step,0.5008433495734617
q11,2,2,learn better,0.5008433495734617
q11,2,3,able,0.4879274002759554
q11,2,4,watch,0.4786706251589936
q11,2,5,learner,0.4559410717449126
q11,2,6,visual learner,0.4433638721035328
q11,2,7,talk,0.43087812555005484
q11,2,8,clear,0.4303115196614821
q11,2,9,did,0.42458733458263764
q11,2,10,easy,0.42211940853327895
q11,3,1,bar,0.6615898532404565
q11,3,2,actually,0.5017565168099751
q11,3,3,believe,0.49859947899003043
q11,3,4,paper,0.49417250521627226
q11,3,5,presentation visual,0.49417250521627226
q11,3,6,hard,0.4845948520214762
q11,3,7,follow understand,0.48347493116527757
q11,3,8,reader,0.48347493116527757
q11,3,9,understand abstract,0.48347493116527757
q11,3,10,graph,0.48347493116527757
q11,4,1,presentation gave,0.6985334415214142
q11,4,2,makes easier,0.6178232316463501
q11,4,3,watching,0.5703501666659122
q11,4,4,hear study,0.5610875193436144
q11,4,5,presentation explained,0.5518759271909602
q11,4,6,results,0.5363473046405295
q11,4,7,questions,0.5357174349169656
q11,4,8,different,0.5213582671685241
q11,4,9,charts,0.5213582671685241
q11,4,10,want,0.5084375482277896
