question,doc_id,response_text,primary_topic,primary_topic_fit,primary_topic_name,primary_topic_prob
q2,298,To see which type of graph is easier to decipher.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,299,I think the purpose of the experiment is to test people's perception of size when using different shapes.,2,2,2_object_shapes_objects_things,0.35330572954018585
q2,300,To see how student interpret t the question and it there answers change even when the difference in space between bars is the same.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,301,To see if students got progressively inaccurate as the graphs went on,1,1,1_analyze_3d graphs_read_looking,0.5708609273510872
q2,302,"Personally, i can identify that they are separating results based on different age groups, as far as the charts that were involved my only guess in the experiment is that they were studying aproximation within different age groups, the goal is to see how well different age groups can determine approximately how high a certain bar is in conjunction with another.",3,3,3_bar graphs_bar graph_bars_values,0.18602794841579737
q2,303,I think the purpose of this experiment was to determine how well we can differentiate smaller and larger bars on 3D bar graphs.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,304,To determine how different mediums (3D vs 2D) affect the visualization of data.,1,1,1_analyze_3d graphs_read_looking,0.22368107176678118
q2,305,I think the purpose of the experiment was to see whether your perception of the size of the graphs changed based on the size of the bars next to the bars.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,306,The purpose is to evaluate if different formats of presenting data affects people's accuracy in making comparisons and perceptual judgements based on bar charts.,5,5,5_3d printed_printed_charts_digital 3d,1.0
q2,307,To see how well the general population interprets data between 2-D graphs and 3-D graphs.,1,1,1_analyze_3d graphs_read_looking,0.262502786080122
q2,308,The purpose of this experiment was to measure perception judgement in a population currently in statistics.,-1,-1,-1_blocks_block_perspective_measure,0.7322653666646921
q2,309,I think this experiment was about understanding people perceptions based on size and understanding.,2,2,2_object_shapes_objects_things,0.2942486167026544
q2,310,To see how humans are able to perceptualize different graphs,1,1,1_analyze_3d graphs_read_looking,1.0
q2,311,I believe the purpose of this experiment was to test vision/perception by asking the participant to see which bar is smaller and by how small it is from different perspectives (2D/3D).,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,312,I think the purpose of this experiment was to see if people who are in a statistics class differ at all from others in this study. Also the study was able to get a larger sample size with people in STATS 218 participating in the study.,0,0,0_hypothesis_taking_population_people read,0.5688643357230848
q2,313,The purpose of the experiment was to see if 2D and 3D models can affect the perception of those who are currently looking at the graph. Will 3D graphs make the participant exaggerate the difference in two bars?,5,5,5_3d printed_printed_charts_digital 3d,1.0
q2,314,I think the purpose was explore how data is interpreted by students and what interpretations/conclusions we can make from graphs.,0,0,0_hypothesis_taking_population_people read,0.14579251608300503
q2,315,To gage students skills at estimating relative size ratios.,0,0,0_hypothesis_taking_population_people read,1.0
q2,316,test how accurately we could get the sliders,-1,-1,-1_blocks_block_perspective_measure,0.6476908571896658
q2,317,To see if we could identify which graph was smaller and by how much by looking at different graphs in different ways.,1,1,1_analyze_3d graphs_read_looking,0.578298004444312
q2,318,To gauge how visual distractions affect perception of size.,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,319,To see how accurate one can assume the specific height of a ar is to another on the same graph,-1,-1,-1_blocks_block_perspective_measure,0.633916910112083
q2,320,I think the purpose of this experiment was to be able to demonstrate how angles alter an individuals perception.,2,2,2_object_shapes_objects_things,1.0
q2,321,To measure the difference in how well participants analyze data presented in 2D graphs compared to 3D graphs.,1,1,1_analyze_3d graphs_read_looking,0.22594498876931768
q2,322,I think the purpose of this experiment was to test if taking statistics makes a person able to differentiate and compare the two bars better than someone not taking stats 218.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,323,To test how someone measures two variable in front of them,0,0,0_hypothesis_taking_population_people read,1.0
q2,324,I think the purpose of the experiment was to study differences in size estimation between different visuals representations.,2,2,2_object_shapes_objects_things,1.0
q2,325,I think the purpose of this experiment was to determine if bar graphs can be more correctly interpreted in either two-dimensions or three-dimensions.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,326,To test how much people perceive the percentage of something to smaller,0,0,0_hypothesis_taking_population_people read,1.0
q2,327,To see if there is a preference when displaying data. Is there a better route to be taking.,1,1,1_analyze_3d graphs_read_looking,0.6337967867715317
q2,328,I think that the purpose of this study was to get a visual on what perspectives people see certain graphs.,1,1,1_analyze_3d graphs_read_looking,0.6887836914829045
q2,329,I think the purpose of this experiment was to get a better understanding of where STAT218 students land.,0,0,0_hypothesis_taking_population_people read,0.5543727882098659
q2,330,To investigate how different forms of graphs are interpreted by individuals.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,331,"To see if we could accurately read the 3D printed, 3D, and 2D graphs",4,4,4_images_graphs 3d_experiment different_2d graphs,1.0
q2,332,To determine if 3D-printed bar charts were easier to interpret and/or affected judgement than 2D bar charts.,5,5,5_3d printed_printed_charts_digital 3d,1.0
q2,333,I think the purpose of this experiment was to explore whether or not participants could determine the size difference between the two bars.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,334,I think that the importance of this experiment was to determine if visual depths is a limiting factor in peoples ability to correctly distinguish between graphs with different values.,4,4,4_images_graphs 3d_experiment different_2d graphs,1.0
q2,335,"When evaluating the experiment in Stat 218, focus on key elements: clear research question, randomization, control group, treatment variables, sample size, data collection, experimental procedure, statistical analysis, ethical considerations, and meaningful conclusions. Assess these aspects to determine the experiment's validity and any potential limitations.",0,0,0_hypothesis_taking_population_people read,1.0
q2,336,To understand which bar graphs are easier to determine what is being shown on the graph.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,337,To find out if students can identify heights of bars and comparisons in 2D and 3D / also if colors make a difference in what we see.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,338,Reading graphs,1,1,1_analyze_3d graphs_read_looking,1.0
q2,339,The purpose of this experiment was to see if we can accurately guess how much taller or shorter one of the bars are compared to the other.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,340,To evaluate how students choose variation in shapes.,0,0,0_hypothesis_taking_population_people read,0.6234720497718855
q2,341,I think that the. purpose. of the experiment was to investigate how different groups of students both read and understand statistical graphs. I think they want to see what graphs allow for people to read information from charts and what the easiest way to present information via statistical charts.,0,0,0_hypothesis_taking_population_people read,0.1386186948089706
q2,342,The purpose of the experiment was to test if people could trust their eyes and estimations.,2,2,2_object_shapes_objects_things,1.0
q2,343,"The purpose of this experiment was likely to explore how effectively 3D-printed visualizations can help students understand and interpret statistical data. By providing students with physical 3D models, the experiment might have aimed to assess whether interacting with tangible representations of charts or graphs enhances comprehension of statistical concepts—particularly those related to evidence strength, effect estimation, confidence, causation, and comparison of proportions and means. Additionally, using the app to guide students through the steps ensured that each participant followed a standardized process, allowing for consistent data collection on how these 3D visuals impact learning outcomes.",5,5,5_3d printed_printed_charts_digital 3d,1.0
q2,344,To see how people view optical illusions and how it affects people ability to know the true size.,0,0,0_hypothesis_taking_population_people read,0.18901823771488938
q2,345,I believe the purpose of this experiment was to understand how accurately STAT218 students can perceive statistical graphics when asked questions related to comparisons of objects.,0,0,0_hypothesis_taking_population_people read,0.1422220622130198
q2,346,I think the purpose of the experiment was to see if there was a difference between 2D and 3D models when comparing two different sized objects. Essentially how the dimension of an object affects the perception of an object's height.,2,2,2_object_shapes_objects_things,1.0
q2,347,The purpose of the experiment was likely to determine the difference in perceptive ability in 3D versus 2D models.,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,348,To see how people in stats perceived graphs.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,349,It seemed like the experiment was trying to determine how well students could approximate height proprotions of blocks relative to one another in different formats.,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139188
q2,350,The purpose of the experiment was to see how people perceived each graph to be a certain number. I think that as the experiment changed which graph was considered like the controlled variable to see how that changed what your judgement was towards the the sizing of the other graphs.,3,3,3_bar graphs_bar graph_bars_values,0.1613779871495348
q2,351,I think the purpose of this experiment was to count the graphs and the proportions.,0,0,0_hypothesis_taking_population_people read,0.18675241440895923
q2,352,To collect data on people’s brains,-1,-1,-1_blocks_block_perspective_measure,0.33085831447332525
q2,353,I think the purpose of the experiment was to see how different people see and analyze different sets of data,0,0,0_hypothesis_taking_population_people read,0.6307649532342376
q2,354,I think the purpose of this experiment was to show how people perceive different shapes and the size of them. I was used to compare sizes that someone sees with the naked eye.  They were also trying to see if a 2D or 3D look had an affect on the responses.,2,2,2_object_shapes_objects_things,1.0
q2,355,To accumulate data while maintaining system structure and organization.,-1,-1,-1_blocks_block_perspective_measure,0.6441841446232393
q2,356,The purpose of this experiment was to gather data for a study.,0,0,0_hypothesis_taking_population_people read,1.0
q2,357,To explore how accurately we read data visualizations and understand the effectiveness of different statistical graphics.,1,1,1_analyze_3d graphs_read_looking,0.38560329625287276
q2,358,"""The purpose of this experiment most likely was to explore the precision with which participants can compare the size of visual elements, like bars, when one acts as a reference. This present study can look at asking participants to make estimates regarding the height of a smaller bar in relation to a larger one.
perceptual biases, estimation accuracy, and how the visual context influences the ability to judge relative sizes. A finding such as this may help explain common errors made in visual perception and judgment.",6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,359,I think that the purpose of this assignment is to see how students view data differently.,-1,-1,-1_blocks_block_perspective_measure,0.3187778224197174
q2,360,The purpose seems to be about whether or not people have a sense of interpreting graphs with confidence and accuracy. This study could help cut down on mistakes that might come from overanalyzing or getting lost in minor details to make it easier to interpret graphs where data visualization is used.,1,1,1_analyze_3d graphs_read_looking,0.5441695992948995
q2,361,"The purpose of this experiment might have been to assess how well students can visually judge relative sizes, such as height or volume, and quantify them in proportion to a standard value. The experiment could also explore the cognitive processes or biases that affect visual estimations, especially in a statistical learning context.",6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,362,I think the point of the experiment was to test our common sense to a degree and see if we can tell the difference between different sizes by estimation.,2,2,2_object_shapes_objects_things,0.3343643128414394
q2,363,I think the purpose of this experiment was to look deeper into how people read statistical data to further improve the way data is shared.,0,0,0_hypothesis_taking_population_people read,0.3599838639479701
q2,364,"To determine if the original study stayed true over time, or if we developed better technology for 3D rendering of graphs and the ratios they represent.",1,1,1_analyze_3d graphs_read_looking,0.4360070765165602
q2,365,To gauge how people perceive bar charts based on whether they are 2D or 3D,5,5,5_3d printed_printed_charts_digital 3d,1.0
q2,366,This experiment was to investigate how the different data between the printed version and the digital one affect the guessing or accuracy participants made.,0,0,0_hypothesis_taking_population_people read,0.500923820886579
q2,367,"I think that the purpose of this experiment was to see whether our vision would be different compared to different models. We were given 3 different kinds of models, one that was flat, one that was physically 3d, and one that was a digital object you could move on your computer. By choosing which tower was larger, and what percentage that would be, how would it be different through out the 3 groups.",2,2,2_object_shapes_objects_things,0.5361366581258128
q2,368,To explore how we interpret 3D graphs different than 2D.,1,1,1_analyze_3d graphs_read_looking,0.21127081605987402
q2,369,I am still a little unsure what the purpose was because we did not get a hypothesis but I assume it was to see how well we could guess heights based on specific views. They did ask our favorite animal at the beginning as well as age and gender but I do not know how those questions affected the experiment.,2,2,2_object_shapes_objects_things,0.31516560698657126
q2,370,The purpose of this experiment was to see if there was a difference in the way people read graphs.,0,0,0_hypothesis_taking_population_people read,0.15280788786181546
q2,371,For the researchers of this experiment to see what students observed in their judgement to 3D sizes,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,372,"To compare the efficacy of 3D rendered models, 2D models, and 3D models on a 2D plane at identifying the scale of the data values.",1,1,1_analyze_3d graphs_read_looking,0.23867918759385912
q2,373,The purpose of this experiment was to emphasize the connection between statistics and scientific research and to connect the information taught in Stat 218 to current scientific investigations in statistics. The purpose was also to understand how we perceive statistical graphics and how accurately we can read information from charts represented in different ways.,1,1,1_analyze_3d graphs_read_looking,0.3368275049839238
q2,374,I think the purpose of the experiment was to see how students viewed different graphs and to see our perception of how much larger a bar graph is compared to one side by side.,3,3,3_bar graphs_bar graph_bars_values,0.31461296685681606
q2,375,Researchers can evaluate participants' understanding of data and interpretation by having them compare the heights of two bars and then estimate the height of one bar based on the information provided. This can include generating estimates based on insufficient data and comprehending statistical concepts like mean.,3,3,3_bar graphs_bar graph_bars_values,0.47279752880051856
q2,376,I think the purpose was to examine students' ability to correctly estimate size differences and proportions. There could be an added part of seeing if estimates are more accurate on computers or with the 3D models depending on if the research just wants to look at in person responses,2,2,2_object_shapes_objects_things,0.21863038056068249
q2,377,I think the purpose of the experiment was to see how people perceive and judge relative sizes.,2,2,2_object_shapes_objects_things,0.3161221726760535
q2,378,To judge if certain presentation styles made it harder to interpret data shown on the graph.,1,1,1_analyze_3d graphs_read_looking,0.6814999286982306
q2,379,I think that the purpose of this experiment was to see if participants ability to estimate the height of the bar by comparing it to another bar with a known height is impacted by whether or not the bars are right next to each other or if there are bars in between.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,380,"To determine the purpose of the experiment, I would need more specific details about the experiment itself, such as its design, hypothesis, and the variables involved.",0,0,0_hypothesis_taking_population_people read,1.0
q2,381,"The experiment likely aims to gather data on perception and estimation accuracy,",2,2,2_object_shapes_objects_things,1.0
q2,382,i think that the purpose was to see how well students can infer the size of the smaller graph,0,0,0_hypothesis_taking_population_people read,0.15680665745548156
q2,383,To determine whether or not we can gauge the ratio of shapes based off images.,0,0,0_hypothesis_taking_population_people read,0.22486822754192812
q2,384,The purpose of the experiment could have been to determine how closely students can estimate using bar graphs.,3,3,3_bar graphs_bar graph_bars_values,0.22486680302580536
q2,385,The propose was to see if we can acccuretly guess the amount,0,0,0_hypothesis_taking_population_people read,1.0
q2,386,I think the purpose of the experiment was to see how well people can read information when they are shown in different forms.,0,0,0_hypothesis_taking_population_people read,0.45761674007035624
q2,387,I think the purpose of this experiment was to better determine how good people are at guessing percentages of bar graphs.,3,3,3_bar graphs_bar graph_bars_values,0.2854244384928114
q2,388,To determine how people interpret the size of bars on a bar graph.,1,1,1_analyze_3d graphs_read_looking,0.5139307469359575
q2,389,How well the participant can identify the size difference between each bar.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,390,I'd imagine it was to determine if there is a correlation in the perception of size based on other objects around that said object and possibly by age and gender as well.,2,2,2_object_shapes_objects_things,0.28891908434728975
q2,391,to test how we evaluate proportions when they are side by side vs apart vs 3D vs 2D and how the bars next to them can effect our answers,1,1,1_analyze_3d graphs_read_looking,1.0
q2,392,The purpose of this experiment was to see if people could identify the height of one of two different bars if given one of their heights,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,393,To see how close to accurate we got measuring sizes of the bars when they are apart or around other sized bars.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,394,To observe how students view the height of the bar compared to another.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,395,to get data and estimate how students will see graphs,1,1,1_analyze_3d graphs_read_looking,0.663185269997256
q2,396,"To categorize, based on demographics, who could reasonably tell the difference between the two structures.",-1,-1,-1_blocks_block_perspective_measure,0.7011633524870848
q2,397,Not very sure. Maybe to compare sizes of different bar graphs 2D and 3D.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,398,to see if people pay attention to the other bars instead of the bars that were indicated with the shapes,1,1,1_analyze_3d graphs_read_looking,1.0
q2,399,"The purpose of the experiment likely aimed to investigate a specific research question or hypothesis within a particular field or domain. It may have sought to explore the effects of certain variables, test the efficacy of a new intervention or technology, or contribute new insights to existing knowledge. Overall, the experiment likely aimed to advance understanding within its respective field and potentially offer practical implications or applications based on its findings.",0,0,0_hypothesis_taking_population_people read,1.0
q2,400,To compare the two different bar graphs participants chose to see which graphs produced a more accurate answer from the participant.,1,1,1_analyze_3d graphs_read_looking,0.6433479208107081
q2,401,"I would think that the purpose of the experiment was to see how changing the shape, length of the block, length apart from each other and perspective (3d or not) of the blocks affect how the blocks are perceived by the audience.",-1,-1,-1_blocks_block_perspective_measure,0.3290180981139188
q2,402,To test hypothesis and The purpose of an experiment is to gather data to determine if the results support or contradict the theory.,0,0,0_hypothesis_taking_population_people read,1.0
q2,403,To see which graph was longer.,1,1,1_analyze_3d graphs_read_looking,0.6003899725651871
q2,404,Maybe understanding the perception of accuracy maybe the wanted to investigate how accurate individuals perceive and estimate the height of graphical representations. Or the purpose could of been understanding and assessing the graphical designs of the bar graphs they may have wanted to understand and evaluate the effectiveness of different graphical designs and how us viewers would convey them.,3,3,3_bar graphs_bar graph_bars_values,0.2879622317029011
q2,405,to get a statistic of what the average answer was for each question,0,0,0_hypothesis_taking_population_people read,0.1812584804995454
q2,406,I think it’s purpose was to to see how well people could gauge based on sight.,2,2,2_object_shapes_objects_things,0.6480556132389189
q2,407,"I do not remember the question that the experiment was testing as I participated in the experiment a week or two prior to this questionnaire being posted. I believe it was something to do with testing whether gender played a role in if one can accurately guess the percentage of area. Object 1 compared to object 2, whichever is smaller, what percentage of area does the smaller object cover of the larger object.

 

Purpose was to see if gender had an effect on one’s accuracy to guess this.",2,2,2_object_shapes_objects_things,0.2632938342344573
q2,408,I think that the purpose of the experiment was to see how accurate people can be at guessing somethings height/value.,2,2,2_object_shapes_objects_things,0.3256643956791261
q2,409,"I think that the purpose of this experiment was to see how accurately people can identify the difference in heights of the bars in bar graphs. It shows how we can have a skewed perception of data shown on bar graphs, as we cannot tell how much different they are.",3,3,3_bar graphs_bar graph_bars_values,1.0
q2,410,To identify whether the naked human eye can detect skewed differentiations.,0,0,0_hypothesis_taking_population_people read,0.22889626180316336
q2,411,The purpose of the experiment was to test pattern recognition. To see the trends in problems and how to solve them.,0,0,0_hypothesis_taking_population_people read,0.49718755243867396
q2,412,I think the purpose of this experiment was to see how students in the statistcs class could estimate values and use problem solving.,0,0,0_hypothesis_taking_population_people read,0.616952261432169
q2,413,The possible purpose of the experiment could be to gauge the accuracy of a population's perception of ratios between objects.,0,0,0_hypothesis_taking_population_people read,1.0
q2,414,The purpose of the experiment was to determine how accurately students could estimate proportional relationships using 2D and 3D models.,2,2,2_object_shapes_objects_things,0.14266891209932467
q2,415,To generalize an experimental unit.,0,0,0_hypothesis_taking_population_people read,1.0
q2,416,to determine students' ability to identify shape of samples and ability to calculate.,0,0,0_hypothesis_taking_population_people read,1.0
q2,417,To see the ability to make predictions.,-1,-1,-1_blocks_block_perspective_measure,0.33085831447332537
q2,418,the purpose of the experiment was to measure blocks and to see which variation was taller or shorter.,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139189
q2,419,To see how well students in Stat 218 estimate the height of an unknown amount when given a height you can compare it to.,2,2,2_object_shapes_objects_things,0.09348426515943192
q2,420,to measure how well people can measure the different in height between items,2,2,2_object_shapes_objects_things,0.095031195731524
q2,421,To see how we judge sizes.,2,2,2_object_shapes_objects_things,0.18599544247192457
q2,422,I think the purpose was to see how well each person can determine height differences.,2,2,2_object_shapes_objects_things,0.20260493293059342
q2,423,I think the purpose of this experiment is to see how far people's perception of data could be. This is a good example of standard deviation.,0,0,0_hypothesis_taking_population_people read,0.15074027636242457
q2,424,Understand estimation skills and depth perception in participants.,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,425,To find how accurately people can read bar graphs,1,1,1_analyze_3d graphs_read_looking,0.43053933050277543
q2,426,To see how accurately people can estimate the size of the graph.,1,1,1_analyze_3d graphs_read_looking,0.6255417623558656
q2,427,I think the purpose was to see how the surrounding size of bars in a bar graph can make the chosen bar look smaller or larger than it actually is.,3,3,3_bar graphs_bar graph_bars_values,0.3859697741333537
q2,428,To determine the average person's ability to read and interpret graphs,1,1,1_analyze_3d graphs_read_looking,0.6393087944927909
q2,429,See if technology makes it easier to identify heights or if in person models are better.,2,2,2_object_shapes_objects_things,0.09288321410051889
q2,430,To see how most people read graphs and if most people are thinking the same distance for graphs.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,431,To evaluate whether or not people can read graphs with confidence and accuracy.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,432,I think the purpose of this experiment is to see if people know how to guess the size of different bars if one bars measurement is given to you.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,433,Visual perception,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,434,To see if different people were able to determine the size difference between the blocks that they chose.,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139189
q2,435,I think the purpose of the experiment was to take statistical charting on different students how the different types of statistical charts are used and understood.,1,1,1_analyze_3d graphs_read_looking,0.25776854505607444
q2,436,To see how well students in Stats 218 can understand and visualize graphs.,1,1,1_analyze_3d graphs_read_looking,0.6061674051823891
q2,437,To see how other people might view the bars differently.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,438,To better evaluate how the general public understands graphs.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,439,"Figuring out our problem solving skills. Maybe testing our eyesight, how accurate we are when seeing things in real life as opposed to a 3d Model on the screen, or a 2d image on the screen.",0,0,0_hypothesis_taking_population_people read,0.19920809635477835
q2,440,Our observational skills.,-1,-1,-1_blocks_block_perspective_measure,0.33085831447332537
q2,441,I think the purpose is to compare how graphs look physically vs virtually. It probably has something to do with making sure graphs look accurate to the data.,1,1,1_analyze_3d graphs_read_looking,0.4825574141517176
q2,442,to test if we could tell the difference between heights,2,2,2_object_shapes_objects_things,0.09587537849561507
q2,443,to test if the other blocks affected how we perceive things right next to it,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139187
q2,444,I think the purpose of the experiment was to determine how well people could determine the different heights when comparing two bar graphs and how they were different or similar.,3,3,3_bar graphs_bar graph_bars_values,0.6862976608911479
q2,445,I think that the purpose of this experiment was to see the average number of either the triangle or circle bar.,3,3,3_bar graphs_bar graph_bars_values,0.1447713616334233
q2,446,It can help us learn more knowledge about plane graphics and stereo graphics.,1,1,1_analyze_3d graphs_read_looking,0.19983534374793885
q2,447,I think the purpose of this experiment was to evaluate our analytical abilities when concerning graphs.,0,0,0_hypothesis_taking_population_people read,0.20402752233150892
q2,448,"The purpose of the experiment was to catalogue how accurately people are able to read graphical representations of data depending on the medium in which this data is presented (digital 2D, digital 3D, digital 3D interactive, and real life 3D)",1,1,1_analyze_3d graphs_read_looking,0.24549335027557814
q2,449,"The trick of a person's feeling. Following a 2D model, 3D model or a actually figure, the person would give different feelings of size.",6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,450,My guess is that it was either about graph reading ability or fatigue in estimation over long periods of test taking.,0,0,0_hypothesis_taking_population_people read,0.1437645021858483
q2,451,i think that the purpose of this experiment was to see our sense of perception while also testing our cognition about thought processes.,2,2,2_object_shapes_objects_things,1.0
q2,452,"The purpose of the experiment was to identify which type of graph people can interpret more accurately (e.g. the 2D graph, the 3D adjustable graph, or the physical 3D printed graph).",1,1,1_analyze_3d graphs_read_looking,0.2089261896512306
q2,453,To gather data about what method of communicating data to others is best for comprehension.,-1,-1,-1_blocks_block_perspective_measure,0.5106496635838951
q2,454,To see how well a 3d model did vs a 2d graph on a screen to convey information/data to people.,1,1,1_analyze_3d graphs_read_looking,0.23417351953595186
q2,455,To see how a person and gauges differences.,-1,-1,-1_blocks_block_perspective_measure,0.33085831447332525
q2,456,It was to see how well people can judge proportions off sight alone.,2,2,2_object_shapes_objects_things,0.23541068706840873
q2,457,I think the purpose of the experiment is to find how students accurately predict a percentage of a bar graph.,3,3,3_bar graphs_bar graph_bars_values,0.2826995828758688
q2,458,I think the purpose is to se how college students correctly tell where the bars are at compared to each other.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,459,I believe the purpose of this experiment was likely to investigate how people perceive and make judgements about three-dimensional objects when presented with two-dimensional representations.,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,460,To learn more about students,0,0,0_hypothesis_taking_population_people read,1.0
q2,461,Recognizing how perspectives and conclusions can change with context/additional data.,-1,-1,-1_blocks_block_perspective_measure,0.3187778224197174
q2,462,The purpose of the experiment was to compare the results of this study to a replica of a study conducted in the past.,0,0,0_hypothesis_taking_population_people read,1.0
q2,463,To determine the efficacy of different graphical representations of data in conveying the intended information.,1,1,1_analyze_3d graphs_read_looking,0.3860400421706587
q2,464,To see if a specific group of people are better able to visually identify numerical difference over another group of people,0,0,0_hypothesis_taking_population_people read,1.0
q2,465,"I think the purpose was to find out if what different students thought the amount was based on a picture and then what it was based on the corresponding 3-D model lined up. If they have a bar graph and one value is 100, it would then ask what our perception of the value was of a graph with a different size next to it.",3,3,3_bar graphs_bar graph_bars_values,0.2502885647826887
q2,466,Finding the stats of how people perceived different heights.,2,2,2_object_shapes_objects_things,0.08766720080110331
q2,467,"I think the purpose of the experiment could have been the see the different ways data could be visualized (2D graphs and 3D printed graphs, and 3D digital graphs). 

They wanted to replicate the findings of Clevland and McGill's work and are trying their best to replicate it as best as possible.",4,4,4_images_graphs 3d_experiment different_2d graphs,1.0
q2,468,"I am not sure to be honest, but to see who gets the most right, maybe even by sex.",-1,-1,-1_blocks_block_perspective_measure,0.33085831447332514
q2,469,To identify how people visualize graph heights off of other hieghts.,-1,-1,-1_blocks_block_perspective_measure,0.6369625039879052
q2,470,"To find out if the person had a different vision as other people, meaning that the shapes were different seeing if people with dyslexia could figure out the shapes.",2,2,2_object_shapes_objects_things,1.0
q2,471,To determine how well students can evaluate the height of bar graphs when looking at physical models compared to pictures on the screen.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,472,To determine how well stats students can interpret physical distributions.,1,1,1_analyze_3d graphs_read_looking,0.37035603447260845
q2,473,"determine whether people can more acurrately estimate the height of a bar in a bar graph if the graph is Physcial (4d?), 3d or 2d.

 

iv: physical graphs vs 3d graphs, vs 2d graphs 

dv: accuracy of bar height estimation when compaired to another bar on the graph",5,5,5_3d printed_printed_charts_digital 3d,0.45480867875943815
q2,474,To see how well students can read and differentiate graphs.,1,1,1_analyze_3d graphs_read_looking,0.6453198548145485
q2,475,I think that the purpose of the experiment was to estimate to the closest value possible.,0,0,0_hypothesis_taking_population_people read,0.5355879177385344
q2,476,To allow students to analyze the differences in heights of the blocks in the experimental design,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139188
q2,477,To gain a understanding of how one may assume and estimate a quantity.,0,0,0_hypothesis_taking_population_people read,1.0
q2,478,I think the purpose of the experiment was to see what colors and what shapes students picked out first.,2,2,2_object_shapes_objects_things,1.0
q2,479,I think that the purpose of the experiment was to compare different individuals' answers to the questions.,0,0,0_hypothesis_taking_population_people read,1.0
q2,480,To determine which method of interpreting graphs provided more accurate results.,1,1,1_analyze_3d graphs_read_looking,1.0
q2,481,I think the purpose of the experiment was to see how 3D models would affect spatial calculations and estimations,2,2,2_object_shapes_objects_things,0.8522607980722852
q2,482,Determining the population's ability to determine proportion in comparison to actual proportions,0,0,0_hypothesis_taking_population_people read,1.0
q2,483,To test perception based on a physical diagram vs a visual,6,6,6_experiment likely_people perception_context_judge relative,1.0
q2,484,"I think the purpose of this experiment was to have as many outcomes as possible, allowing the researcher to be able to repeat it as many times as they would like. Given this, experimental probabilities of serval outcomes can be measured and calculated.",0,0,0_hypothesis_taking_population_people read,1.0
q2,485,To check how accurate students are at reading bars. The experiments might also have a hidden purpose because scientists sometimes hide the actual purpose until the experiment is over to avoid biases.,3,3,3_bar graphs_bar graph_bars_values,0.2923160516294383
q2,486,To see how each participants perception works,-1,-1,-1_blocks_block_perspective_measure,0.33085831447332525
q2,487,To measure how students or individuals perceive distances in bar graphs.,-1,-1,-1_blocks_block_perspective_measure,0.6622933838294635
q2,488,Experiment that I had in class is learning about how stat is really important in this world. purpose of the experiment was when you learned what you need to learn about.,0,0,0_hypothesis_taking_population_people read,0.6634402784659621
q2,489,To determine how people visualize the numerical amount of data on bar graphs,1,1,1_analyze_3d graphs_read_looking,0.44290339334139894
q2,490,I think the purpose of the experiment was to determine if physical models make it easier for students to interpret values based on relative size of the bars of a bar graph.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,491,to see if we can acurately guess the height of the blocks,-1,-1,-1_blocks_block_perspective_measure,0.3290180981139188
q2,492,I think the purpose of the experiment was to test perspectives about the distribution of the bars.,3,3,3_bar graphs_bar graph_bars_values,1.0
q2,493,I think the purpose of this experiment was to collect data on how participants interpreted the values of different bars in comparison to different lengths/heights.,3,3,3_bar graphs_bar graph_bars_values,1.0
