Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
"I was kind of lost on what information was being gathered by just going blindly into the study, but then by reading the abstract it became more obvious it was about comparing 3D and 2D model accuracy. I really liked the information the presentation added though, because it was easier for me to understand and then I fully understood what the content was about.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.3449849377048619,False
"The experiment itself didn't make it obvious that 2D presentation of a graph distorts the data, which is an interesting perspective to carry when reading different charts, especially bar graphs. I learned this through the extended abstract and presentation, which drastically changed my thought process when reflecting on why each type of graph led me to believe it had that specific ratio on the slider tool.

I gained minimal information from the experiment itself, but the post-experiment activities helped me gain a better understanding of the purpose of the study.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,1.0,False
"More information was provided about how the graphs differed from each other. Also, it was clearer to me when they described who participated in the study. Also, from participation not much was said about how the graphs were manipulated from the 3-D and 2-D graphs. The abstract made it clearer how each of the graphs was manipulated from the heights of each bar, how far the triangle and circle were from each other, and how the viewing angle would change.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.7228513945691996,False
"I was given little information when presented with the study; I was given directions however I wasn't told why or what was being tested. The post-study reflection allowed my to process all the information I was given up to that point and I was able to draw my own conclusions. The extended abstract gave me more information into the purpose of the study and what the questions guiding the study were however, I was not given any results or further discussion. Similar to the extended abstract, the presentation provided a more in depth analysis into the background of the study as well as the methods. The presentation was easier to understand in my opinion. The presentation also provided the results along with an analysis.",2,2_study reflection_post study_post_reflection,"['study reflection', 'post study', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study']","['study design', 'participant study', 'study implications', 'post study', 'abstract presentation', 'experiment participation', 'abstract participation', 'study reflection', 'abstract gave', 'study extended']","['study reflection', 'post study', 'extended abstract', 'conclusion', 'abstract', 'abstract presentation', 'experiment', 'abstract participation', 'participant study', 'study design']","['study reflection', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study', 'test']","['The participation piece came first so I did not fully understand the goal of this study and what exactly I was supposed to be doing. This was the hands on piece where I got to participate in it. The post experiment reflection related more towards what we are learning in class and if we can identify the components of the experiment. the extended abstract and presentation both gave an overall on the experiment. the abstract is a more formal way of presenting the experiment, the intro, abstract, methods, study design, etc while I feel like the presentation took a deeper dive into how they created the bar graphs and recreated the previous experiment from Cleveland and McGill.', 'As a participant in the study, I has gained firsthand experience of the research process, seeing how data was collected and how the experiment was structured. During the post-study reflection portion, I thought critically about the study design, its goals, and the conclusions, as well as developing a hypothesis on what this project could have been aiming towards figuring out. During the extended abstract portion, I was able to get an even better view of the research process, and what plans were made to reach a conclusion, and while watching this presentation, it was a chance for me\xa0 to see a researcher communicate findings and insights to in the study, making the results even more accessible and engaging. Each component offered a different perspective on the study, and each component offered a different perspective on the study.', 'The information gained from the active participation:\n\nWas difficult to comprehend while it was happening. I would currently say the results are still cloudy, but seem to be gradually improving. Through the extended abstract, I would hypothesize that\n\nThe information gained from post study reflection:\n\nThe one thing that is quantifiable from this test is how much stress a human being can take at one time. I can attest in terms of numbers in blood pressure and counted time put into the experiment. I would currently say that I feel like things are about to turn around 360 degrees. In terms of my grade percentages through this statistical experiment.\n\nInformation gained from extended abstract:\n\nMore questions for the experimenter than information gained for my own memory.']",study reflection - post study - post - reflection - participant - extended abstract - extended - design - conclusion - study,1.0,False
"I did not realize the depth of thought that goes into experimental design. As a participant, I had no idea of the depth of the research for this data. Also as I moved through this process it gave me a clearer understanding of the study and its implications. This experiment also helped give me experience in understanding the experiment design process.",1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,0.21203439936440144,False
"As I went throughout each step of this project, I was continuing to learn more information about the study itself. Each aspect helped me learn something about how the experiment was done, or more of the math used to figure out the data given. It also helped me to be able to think about what I did on the experiment to compare to the answers other people gave/ the data that has been collected so far.",-1,-1_learned_did_lot_better,"['learned', 'did', 'lot', 'better', 'information learned', 'understand', 'learn', 'experiment learned', 'just', 'able']","['experiment presentation', 'study reflection', 'post study', 'presentation information', 'learned study', 'experiment learned', 'did experiment', 'experiment did', 'experiment', 'participation']","['learned', 'information learned', 'learn', 'experiment learned', 'post study', 'understanding', 'study did', 'study', 'reflection', 'presentation information']","['lot', 'better', 'able', 'information', 'experiment', 'certain', 'purpose', 'good', 'step', 'understanding']","['I feel at every step I gained a little more information and had a better understanding of the experiment then I did in the step before. Participation- I really didn\'t understand what the purpose was of it but just answering the ""questions"". Post-Study- It made me start to think about what the purpose was, the different variables, and etc. Extended Abstract- Gave me tons of new information and I truly understood what exactly they were trying to find out. Presentation- Expanded more on what the abstract had already said.', ""Throughout this process, I gained different information through completing each step. In the experiment, I felt a little lost in what the experiment was aiming to find out. Through the reflection, I was able to consider my own feelings on the experiment and reflect on the information presented. Then, the abstract gave me a lot more context into the parts of the experiment I didn't understand, like the purpose, methods, and just the workings of the experiment as a whole. The presentation gave a deeper look into the concept of 3D graphs, the design of the experiment, and the results."", 'The information I gained from this project varied throughout each component. During the particpation level, I just learned the very basics of the experiement, and what I would be doing to participate in it, it was just very ""baseline"" information. It told me the basics of the experiment, and I was able to connect the infromation, experiment style, and how it related to what we learned about experiments. I was able to transfer this information I learned in the particpation component into the post-study reflection. In this component I was able to dive deeper into what we learned in class so far, and directly relate it to what I learned in the experiement. I did not learn much more about the experiment in this part but I did get to review the information. In the extended abstract I learned so much more information about the experiment, the ""why"" and ""what"". I learned what they plan on doing with the results, and how much further they plan to go with the experiment. I also learned why they chose certain graphs. This part told us so much more than just the basic outline of the experiment. The presentation allowed us to hear directly from the experimenter, and learn more about their interests in the experiments and explanations as to why certain methods were chosen.']",learned - did - lot - better - information learned - understand - learn - experiment learned - just - able,0.29424371206941347,False
"The participation component provided the least amount of information as it didn't want to give away what the study was about. On the other hand, the extended abstract and presentation gave more information on what was being looked at in the study and how the study was being conducted.",5,5_participation_allowed_nice_times,"['participation', 'allowed', 'nice', 'times', 'different', 'gave', 'abstract', 'detailed', 'did', 'abstract presentation']","['abstract participation', 'study presentation', 'abstract presentation', 'presentation abstract', 'study reflection', 'understand study', 'participation', 'understand results', 'presentation gave', 'participation actually']","['participation', 'gave', 'abstract presentation', 'gained participation', 'presentation abstract', 'understand results', 'presentation', 'learning', 'extended abstract', 'helped understand']","['participation', 'nice', 'times', 'different', 'abstract', 'detailed', 'hands', 'larger', 'purpose', 'presentation']","['They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the experiment was testing. Once we read the abstract we were able to get information about the purpose of the study and what it was testing and how. Once we watched the presentation it summarized everything, along with giving more detailed background.', ""It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that the post-study reflection allowed me to reflect on the project afterwards. The extended abstract gave a longer explanation of the purpose of the study, and the presentation was similar but it was an audio and slides version of explaining the project."", 'each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.']",participation - allowed - nice - times - different - gave - abstract - detailed - did - abstract presentation,1.0,False
The information that I gained from the components of this project differed a lot in my opinion. At the start of the experiment I was a little bit confused but all of the parts of this experiment and especially the presentation helped me to understand it more.,3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,1.0,False
Each component of this project explained a different part for the experiment. The participation was to collect data for the experiment while the presentation gave us a breakdown of what the the questionnaire was all about. It also broke down what the results would mean and what the scientific research question was being asked.,1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,1.0,False
"I think that with each module, we gained more and more insight into the study and its purpose. It was almost like this video was the last part of a scavenger hunt to find the purpose and idea behind the study and the other components were like little puzzle pieces.",8,8_kits_different kits_like_confusing,"['kits', 'different kits', 'like', 'confusing', 'conduct', 'people went', 'wrong participation', 'cause like', 'knowledge gaining', 'know doing']","['presentation gave', 'insight presentation', 'conduct presentation', 'learned presentation', 'presentation reading', 'presentation did', 'information presentation', 'experiment knowledge', 'presentation formated', 'describes experiment']","['different kits', 'cause like', 'knowledge gaining', 'kits helps', 'conduct presentation', 'inclusion', 'helping abstract', 'gave inside', 'experiment knowledge', 'experiment hands']","['kits', 'different kits', 'confusing', 'different insight', 'inclusion', 'object', 'different ratios', 'different', 'wrong', 'insight']","[""The experiment was more hands on and I didn't really know why I was doing the experiment and what knowledge I was gaining. After watching the presentation and reading the abstract I understood what I was doing and what my participation was helping. The abstract describes what experiment we were trying to conduct while the presentation gave us more inside details on the experiment."", 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.', 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.']",kits - different kits - like - confusing - conduct - people went - wrong participation - cause like - knowledge gaining - know doing,1.0,False
I think I gained a bit more information each time. For the participation I did not know any purpose except for the instructions. After the extended abstract and presentation I knew much more about the purpose of this.,5,5_participation_allowed_nice_times,"['participation', 'allowed', 'nice', 'times', 'different', 'gave', 'abstract', 'detailed', 'did', 'abstract presentation']","['abstract participation', 'study presentation', 'abstract presentation', 'presentation abstract', 'study reflection', 'understand study', 'participation', 'understand results', 'presentation gave', 'participation actually']","['participation', 'gave', 'abstract presentation', 'gained participation', 'presentation abstract', 'understand results', 'presentation', 'learning', 'extended abstract', 'helped understand']","['participation', 'nice', 'times', 'different', 'abstract', 'detailed', 'hands', 'larger', 'purpose', 'presentation']","['They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the experiment was testing. Once we read the abstract we were able to get information about the purpose of the study and what it was testing and how. Once we watched the presentation it summarized everything, along with giving more detailed background.', ""It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that the post-study reflection allowed me to reflect on the project afterwards. The extended abstract gave a longer explanation of the purpose of the study, and the presentation was similar but it was an audio and slides version of explaining the project."", 'each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.']",participation - allowed - nice - times - different - gave - abstract - detailed - did - abstract presentation,1.0,False
"each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.",5,5_participation_allowed_nice_times,"['participation', 'allowed', 'nice', 'times', 'different', 'gave', 'abstract', 'detailed', 'did', 'abstract presentation']","['abstract participation', 'study presentation', 'abstract presentation', 'presentation abstract', 'study reflection', 'understand study', 'participation', 'understand results', 'presentation gave', 'participation actually']","['participation', 'gave', 'abstract presentation', 'gained participation', 'presentation abstract', 'understand results', 'presentation', 'learning', 'extended abstract', 'helped understand']","['participation', 'nice', 'times', 'different', 'abstract', 'detailed', 'hands', 'larger', 'purpose', 'presentation']","['They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the experiment was testing. Once we read the abstract we were able to get information about the purpose of the study and what it was testing and how. Once we watched the presentation it summarized everything, along with giving more detailed background.', ""It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that the post-study reflection allowed me to reflect on the project afterwards. The extended abstract gave a longer explanation of the purpose of the study, and the presentation was similar but it was an audio and slides version of explaining the project."", 'each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.']",participation - allowed - nice - times - different - gave - abstract - detailed - did - abstract presentation,0.21926251199457059,True
The participation was me doing the study and being part of the research. The post-study reflection was nice so that I could reflect on what I thought of the study and made me think about it a little bit more and deeper. The extended abstract was nice so I could see how the study was initially put together and what they wanted to find out. I liked the presentation so I could see how the UNL study differed and what they were trying to accomplish.,5,5_participation_allowed_nice_times,"['participation', 'allowed', 'nice', 'times', 'different', 'gave', 'abstract', 'detailed', 'did', 'abstract presentation']","['abstract participation', 'study presentation', 'abstract presentation', 'presentation abstract', 'study reflection', 'understand study', 'participation', 'understand results', 'presentation gave', 'participation actually']","['participation', 'gave', 'abstract presentation', 'gained participation', 'presentation abstract', 'understand results', 'presentation', 'learning', 'extended abstract', 'helped understand']","['participation', 'nice', 'times', 'different', 'abstract', 'detailed', 'hands', 'larger', 'purpose', 'presentation']","['They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the experiment was testing. Once we read the abstract we were able to get information about the purpose of the study and what it was testing and how. Once we watched the presentation it summarized everything, along with giving more detailed background.', ""It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that the post-study reflection allowed me to reflect on the project afterwards. The extended abstract gave a longer explanation of the purpose of the study, and the presentation was similar but it was an audio and slides version of explaining the project."", 'each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.']",participation - allowed - nice - times - different - gave - abstract - detailed - did - abstract presentation,0.20348287201508403,False
This presentation goes into a little more depth about the information that was actually placed in front of the participants and how that differed from the studies that they based this one off of. They gave a visual of the kits which was a question that I had from the extended abstract. The abstract cleared up a lot of questions that I had from participating in the study by clarifying what they were looking for.,6,6_informative_presentation informative_explaining_abstract,"['informative', 'presentation informative', 'explaining', 'abstract', 'abstract abstract', 'simpler', 'results abstract', 'really helped', 'little confused', 'participation post']","['study abstract', 'participated abstract', 'study presentation', 'results abstract', 'presentation aforementioned', 'presentation informative', 'abstract', 'presentation potential', 'presentation supplemented', 'participants differed']","['informative', 'presentation informative', 'simpler', 'results abstract', 'participation post', 'information study', 'brief', 'study abstract', 'presentation', 'abstract provided']","['informative', 'abstract', 'simpler', 'brief', 'presentation', 'sources', 'general', 'simple', 'information', 'results']","['During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and helpful in explaining the ""why"" of the experiment and subject background in general. The presentation detailed more of the ""how"" aspect for this specific experiment with the step by step process.', 'I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.', ""During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were doing. On the other hand when listening to the presentation i was able to get a better clarification on how this can be seen in real world settings while also showing me the educational value that the trends are able to say.""]",informative - presentation informative - explaining - abstract - abstract abstract - simpler - results abstract - really helped - little confused - participation post,1.0,False
When participating in the study I was confused at what I was specifically doing and what the data being collected was. Once I was on the other side of the experiment it made more sense and realized it was about perception.,0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.24680516775466807,False
